1,0,0,0.143,0.0,0.0,-0.083,0.0,0.05,0.0,0.114,-0.026,0.026,-0.038
1,1,1,-0.077,-0.214,0.0,0.0,-0.25,-0.135,0.0,-0.029,-0.219,-0.05,-0.1
0,2,1,-0.087,-0.207,0.0,-0.263,0.0,0.05,0.0,0.179,-0.321,0.0,0.1
0,3,0,-0.037,-0.033,-1.0,0.094,0.0,0.07,-0.125,0.167,-0.267,0.025,-0.182
1,4,0,0.0,0.0,-1.0,0.176,0.0,0.14,0.0,0.15,-0.185,-0.053,0.2
0,5,1,0.08,0.0,0.0,0.224,-0.25,0.048,0.0,-0.083,0.0,0.026,0.231
0,6,0,-0.227,-0.034,0.5,0.07,-0.25,0.023,0.2,-0.167,0.211,0.07,0.154
1,7,0,-0.238,-0.217,0.5,-0.133,0.0,-0.075,-0.125,0.0,0.129,0.05,-0.087
1,8,1,-0.042,-0.074,-1.0,0.058,-0.333,0.023,-0.286,0.234,0.462,-0.147,0.071
0,9,1,0.083,-0.036,0.0,-0.075,0.2,0.0,-0.111,0.2,0.537,-0.103,0.188
1,10,0,0.087,0.115,0.0,0.1,0.0,-0.053,0.111,0.13,-0.033,-0.026,0.042
1,11,1,0.04,-0.227,0.0,-0.156,0.25,-0.075,-0.167,-0.068,-1.0,0.171,-1.0
0,12,1,0.04,-0.077,0.0,0.054,-0.25,-0.023,0.0,0.022,-2.565,0.0,-0.185
0,13,0,0.115,0.0,-1.0,0.057,0.0,0.116,-0.125,-0.022,-0.111,0.025,0.077
0,14,0,0.038,0.214,0.0,0.25,0.0,0.0,0.25,0.064,-0.13,-0.108,0.5
0,15,0,-0.042,-0.182,-1.0,-0.098,-0.333,-0.049,-0.286,-0.022,0.08,-0.083,-0.174
1,16,0,-0.182,-0.3,0.0,0.036,0.0,-0.075,0.0,0.043,-0.08,-0.111,-0.625
1,17,1,-0.182,-0.474,0.0,-0.154,0.0,-0.053,-0.143,-0.175,0.0,-0.028,-0.556
1,18,1,-0.043,0.043,0.0,0.056,0.25,-0.079,-0.167,-0.216,-0.136,0.0,0.042
1,19,1,0.154,0.167,0.0,0.083,0.0,0.0,-0.143,-0.469,0.107,0.0,0.238
0,20,1,-0.1,0.136,0.0,0.0,0.0,0.0,-0.167,-0.379,0.042,0.027,0.053
0,21,0,-0.045,0.0,0.0,-0.125,-0.333,-0.027,0.0,-0.321,0.241,0.163,-0.043
0,22,0,-0.083,-0.263,0.0,-0.224,0.0,0.0,-0.167,-0.28,-0.217,0.077,0.16
0,23,0,0.091,-0.048,0.0,-0.02,0.0,0.116,0.0,-0.318,-0.412,0.075,0.296
0,24,0,0.083,-0.095,0.0,0.094,0.25,0.026,-0.2,-0.167,-0.074,-0.162,0.08
1,25,0,0.0,0.095,0.0,0.125,0.0,0.0,0.0,0.0,0.115,-0.026,-0.087
0,26,1,0.154,-0.05,0.0,0.019,0.0,-0.162,0.0,0.241,0.414,-0.026,-0.174
1,27,0,-0.043,0.087,0.0,-0.039,0.0,0.0,0.286,0.04,-0.174,0.051,-0.136
1,28,1,0.04,0.0,0.0,-0.037,0.0,0.0,-0.2,-0.19,-0.13,0.0,-0.15
1,29,1,-0.182,0.13,0.0,-0.268,-0.333,0.026,0.0,-0.115,0.033,-0.054,-0.095
1,30,1,-0.045,-0.15,0.0,-0.109,0.0,-0.027,-0.4,0.107,0.042,-0.083,-0.1
1,31,1,-0.19,-0.05,0.0,-0.059,0.2,-0.212,0.0,0.222,-0.533,-0.027,-0.25
0,32,1,0.154,-0.15,0.0,0.089,0.25,0.026,-0.2,0.133,-0.5,-0.028,0.125
0,33,0,0.0,0.13,0.0,0.061,0.0,0.051,0.167,0.2,-0.143,0.053,0.0
1,34,0,0.192,0.13,0.0,0.0,-0.25,0.175,0.286,0.25,0.318,0.075,0.273
0,35,1,0.037,0.091,0.0,0.1,0.0,0.0,0.375,0.118,0.091,0.122,-0.143
0,36,0,0.083,0.115,0.0,0.14,0.0,0.025,0.25,0.103,0.25,0.0,-0.111
0,37,0,0.037,0.0,0.0,0.203,0.0,-0.081,0.0,-0.029,0.12,-0.111,-0.048
1,38,0,0.0,0.0,0.0,0.194,0.0,0.049,0.0,-0.063,0.083,-0.051,0.192
1,39,1,0.0,-0.04,0.0,0.123,0.0,-0.026,0.111,-0.054,-0.333,0.026,0.357
1,40,1,0.036,0.0,0.0,-0.067,0.0,0.0,0.3,0.0,0.074,0.0,0.087
0,41,1,-0.174,0.154,0.0,-0.319,0.0,-0.051,0.0,0.135,0.111,-0.083,-0.13
1,42,0,0.2,0.074,0.0,-0.3,0.0,0.025,-0.125,0.159,0.192,0.0,-0.167
1,43,1,-0.037,0.115,0.0,-0.25,-0.333,0.026,-0.111,0.028,-0.227,0.0,0.042
0,44,1,0.179,0.133,0.0,-0.022,0.0,0.093,0.111,0.119,0.182,0.053,0.233
1,45,0,-0.304,0.129,0.0,-0.163,0.0,0.0,0.111,-0.023,0.071,0.0,0.077
1,46,1,-0.286,0.103,0.0,-0.143,0.25,0.026,-0.125,0.143,0.29,0.077,-0.2
0,47,1,-0.474,-0.034,0.0,0.042,-0.333,-0.132,-0.125,-0.826,-0.375,-0.086,-0.5
0,48,0,-0.438,-0.069,0.0,-0.265,0.0,0.024,0.0,-1.15,0.0,-0.083,0.235
0,49,0,0.16,0.0,0.0,-0.05,0.2,0.093,0.111,-0.448,-0.148,-0.054,0.259
0,50,0,0.174,0.0,0.0,-0.143,0.4,0.116,0.0,0.281,0.0,0.146,0.286
1,51,0,0.36,-0.115,0.0,0.15,0.0,0.024,-0.125,0.286,-0.077,0.027,-0.478
1,52,1,0.038,-0.074,0.0,0.13,-0.25,-0.049,-0.125,0.171,0.0,0.159,-0.174
1,53,1,0.0,0.0,0.0,0.143,-0.25,-0.024,0.0,0.03,0.077,0.0,0.125
0,54,1,-0.042,0.071,0.0,0.167,0.0,0.045,0.0,0.176,0.0,0.075,0.148
1,55,0,-0.04,0.1,0.0,0.08,0.0,0.0,0.0,-0.029,0.036,-0.128,0.179
1,56,1,-0.045,-0.16,0.0,-0.114,0.0,-0.05,0.111,-0.1,0.0,0.0,-0.143
0,57,1,0.04,0.067,0.0,0.0,0.0,-0.023,0.2,-0.172,0.0,0.07,0.1
0,58,0,0.038,-0.111,0.0,0.0,-0.333,0.0,0.111,0.105,-0.037,-0.026,-0.167
0,59,0,0.083,0.038,0.0,-0.023,0.0,0.0,-0.125,0.167,0.103,0.024,-0.167
0,60,0,-0.042,-0.304,0.0,-0.043,-0.333,-0.075,-0.25,0.094,0.5,-0.049,-0.111
1,61,0,-0.238,-0.125,0.0,-0.064,0.0,0.0,-0.286,-0.118,0.69,0.0,-0.091
0,62,1,-0.143,-0.182,0.0,0.044,0.0,0.024,0.0,0.1,0.42,-0.167,0.077
1,63,0,-0.043,0.0,0.0,-0.095,0.25,0.07,0.0,0.273,-1.167,0.0,-0.08
1,64,1,0.192,-0.091,0.5,0.078,0.25,0.047,0.222,0.244,-2.107,0.05,0.043
1,65,1,0.125,0.154,0.0,0.082,0.0,0.024,-0.143,0.149,-0.724,0.077,0.037
0,66,1,0.042,-0.15,0.0,0.192,0.0,0.0,-0.143,0.154,0.0,-0.108,-0.042
1,67,0,-0.182,0.0,-1.0,-0.133,0.0,-0.049,-0.286,-0.023,-0.167,0.024,-0.095
1,68,1,-0.043,-0.182,0.0,-0.114,0.0,-0.05,0.0,-0.237,-0.381,0.0,-0.227
0,69,1,-0.143,0.0,0.0,-0.209,-0.333,-0.024,-0.167,-0.405,-0.043,0.026,-0.043
1,70,0,-0.1,-0.048,0.0,0.0,0.0,0.024,-0.4,-0.375,-0.091,-0.171,0.192
1,71,1,-0.15,-0.158,0.0,0.064,-0.333,0.0,-0.167,-0.226,-0.05,0.049,0.214
0,72,1,0.16,0.0,0.0,0.14,0.0,-0.077,0.0,-0.233,-0.045,0.136,0.042
1,73,0,0.048,0.045,0.0,0.135,0.0,0.0,0.167,-0.391,0.12,0.125,-0.04
