Target,index,lag_1,debt,stocks,dow_jones,markets,unemployment,money,stock_market,crisis,nasdaq,finance,invest
1,247,0,-0.07,-0.05,-0.05,-0.2,0.01,-0.1,-0.18,-0.28,-0.08,-0.06,-0.04
0,248,1,-0.07,-0.23,-0.14,-0.37,0.01,-0.14,-0.31,-0.26,-0.19,-0.16,-0.12
0,249,0,-0.04,-0.26,-0.09,-0.17,0.01,-0.07,-0.19,-0.18,-0.17,-0.19,-0.16
0,250,0,0.04,-0.09,-0.03,-0.11,0.01,-0.02,-0.04,-0.14,-0.09,-0.08,-0.06
1,251,0,-0.01,-0.01,-0.01,-0.13,0.03,0.03,-0.04,-0.07,-0.01,-0.05,-0.02
0,252,1,-0.03,-0.02,-0.03,-0.09,0.01,-0.04,-0.04,-0.02,-0.04,-0.08,0.0
0,253,0,-0.03,-0.01,-0.01,-0.08,0.03,0.01,-0.03,0.0,0.0,-0.02,0.0
0,254,0,-0.02,-0.1,-0.04,-0.04,-0.01,-0.03,-0.05,-0.05,-0.07,-0.12,-0.03
0,255,0,-0.01,-0.04,-0.01,-0.08,0.01,0.02,-0.05,-0.04,0.0,0.0,-0.02
1,256,0,-0.11,-0.1,-0.04,-0.05,-0.02,-0.06,-0.06,-0.23,-0.07,-0.2,-0.05
0,257,1,-0.03,-0.01,-0.02,-0.06,0.02,0.01,-0.03,-0.17,-0.03,-0.1,-0.04
0,258,0,0.03,-0.02,-0.01,0.03,0.04,-0.04,-0.02,-0.04,0.0,-0.01,0.03
0,259,0,0.08,-0.01,0.01,0.02,0.03,-0.01,0.0,0.11,0.04,0.15,0.03
0,260,0,0.01,-0.06,0.01,0.04,0.01,-0.08,0.01,0.08,0.03,0.09,-0.05
1,261,0,-0.02,-0.03,0.01,0.02,-0.01,0.0,0.0,0.08,-0.03,0.01,-0.01
0,262,1,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.07,0.0,0.0,0.0
0,263,0,0.01,0.02,0.0,0.03,-0.01,0.02,-0.01,0.06,0.0,0.01,0.07
0,264,0,0.04,0.01,0.02,0.02,0.0,0.02,0.03,0.05,0.03,0.05,0.02
0,265,0,0.01,0.03,0.04,0.05,0.0,0.01,0.04,0.07,0.01,0.05,0.04
1,266,0,0.01,0.07,0.07,0.05,0.01,0.03,0.06,0.09,0.03,0.07,0.01
1,267,1,-0.03,0.08,0.03,0.03,0.0,0.01,0.03,-0.04,0.03,0.03,0.0
1,268,1,-0.04,0.04,0.0,-0.01,-0.01,-0.02,-0.01,-0.11,0.01,0.02,-0.05
1,269,1,-0.01,-0.02,-0.03,-0.02,-0.01,-0.02,-0.03,-0.1,0.01,-0.03,0.0
1,270,1,-0.01,-0.05,-0.02,-0.02,-0.01,-0.03,-0.04,-0.02,-0.02,-0.06,-0.01
1,271,1,0.0,-0.06,-0.02,0.05,-0.01,-0.03,-0.01,-0.02,-0.02,-0.09,-0.02
0,272,1,-0.02,-0.04,-0.03,-0.05,0.0,-0.02,-0.04,0.0,-0.05,-0.03,-0.02
1,273,0,0.01,-0.03,-0.02,-0.01,-0.01,-0.03,-0.02,-0.01,0.0,-0.03,-0.05
1,274,1,-0.01,-0.01,-0.01,-0.07,0.0,0.01,-0.02,0.05,0.0,-0.02,0.01
0,275,1,-0.02,0.01,0.0,0.03,-0.01,-0.01,0.0,-0.02,-0.01,-0.03,0.01
1,276,0,-0.04,0.02,-0.01,-0.02,0.0,0.01,-0.01,-0.05,-0.01,-0.02,-0.01
1,277,1,-0.02,-0.02,0.0,0.07,0.0,-0.03,-0.01,-0.06,-0.01,-0.02,-0.02
1,278,1,-0.01,-0.05,-0.02,-0.02,0.0,-0.03,-0.01,-0.06,-0.03,-0.08,-0.05
1,279,1,0.02,-0.02,0.0,0.05,0.01,-0.01,0.0,-0.05,-0.02,0.0,0.04
0,280,1,0.0,0.01,-0.01,-0.03,0.0,0.01,-0.01,-0.1,-0.03,-0.01,0.01
0,281,0,0.02,0.0,0.01,0.01,0.01,0.01,-0.02,-0.08,0.01,0.03,0.01
0,282,0,0.0,-0.06,-0.01,-0.07,0.0,-0.01,-0.01,-0.05,-0.03,-0.07,-0.04
0,283,0,0.03,-0.04,-0.01,0.02,0.01,-0.01,0.0,-0.01,0.0,-0.07,-0.05
1,284,0,0.01,-0.04,-0.01,0.03,0.01,0.0,0.0,-0.03,0.0,0.0,-0.01
1,285,1,0.01,0.01,0.0,0.02,0.01,0.02,-0.01,-0.03,0.0,0.05,0.02
1,286,1,-0.03,0.02,0.02,-0.04,0.0,0.02,-0.01,-0.03,0.01,0.08,0.05
1,287,1,-0.02,0.03,0.01,-0.03,-0.01,0.0,0.0,-0.01,0.0,-0.01,-0.02
0,288,1,-0.01,0.03,0.0,0.0,0.0,-0.01,0.01,-0.03,0.01,0.01,0.01
1,289,0,0.01,0.0,-0.01,-0.01,0.0,-0.01,0.0,-0.02,-0.02,0.0,0.0
1,290,1,0.0,0.01,-0.01,0.0,-0.01,0.0,0.01,-0.02,-0.02,0.0,0.03
0,291,1,0.02,0.01,0.0,-0.01,-0.02,-0.01,0.0,0.0,-0.02,-0.03,-0.03
1,292,0,-0.02,0.0,0.0,0.01,-0.01,-0.03,0.01,0.0,0.02,-0.02,-0.01
1,293,1,0.0,-0.01,-0.01,-0.01,0.0,-0.02,-0.01,0.04,0.0,-0.04,-0.01
0,294,1,-0.04,0.0,0.0,0.04,0.0,-0.01,0.01,0.08,0.01,0.03,0.05
0,295,0,0.01,0.03,0.0,-0.01,0.01,0.01,0.01,0.06,0.01,0.03,0.0
1,296,0,-0.02,0.02,0.01,-0.04,0.01,0.01,0.01,0.05,0.02,0.04,0.02
1,297,1,0.01,0.0,0.0,-0.03,0.02,0.01,0.0,-0.03,0.01,-0.02,0.0
0,298,1,0.03,0.0,0.01,0.02,0.01,0.01,0.01,0.02,-0.01,0.0,0.05
0,299,0,0.03,0.01,0.0,0.01,0.01,0.0,0.01,0.0,-0.01,0.01,0.03
1,300,0,0.0,-0.02,0.0,-0.04,0.0,0.0,0.0,0.03,-0.01,-0.02,-0.03
1,301,1,-0.02,-0.03,-0.01,-0.01,0.02,0.01,-0.01,0.01,-0.01,-0.03,-0.06
1,302,1,-0.01,-0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.01,-0.04,0.01
0,303,1,0.02,0.02,-0.01,0.03,-0.01,0.02,0.0,0.02,0.01,-0.02,0.05
1,304,0,-0.02,-0.01,-0.01,-0.05,-0.04,-0.03,0.0,-0.01,-0.04,-0.11,0.0
1,305,1,0.02,-0.01,-0.01,-0.04,-0.01,0.01,-0.01,0.11,-0.02,0.0,-0.02
0,306,1,-0.02,-0.02,0.0,-0.07,0.0,0.0,-0.02,0.04,-0.03,-0.03,-0.06
1,307,0,0.01,0.0,0.0,0.0,0.02,0.06,-0.02,-0.01,0.02,0.04,-0.01
0,308,1,-0.1,-0.02,-0.01,-0.02,0.0,0.04,-0.01,-0.24,-0.03,-0.12,-0.03
1,309,0,-0.04,0.01,-0.01,-0.01,0.02,0.03,0.01,-0.2,0.0,-0.06,0.02
0,310,1,0.0,0.04,0.0,0.0,0.01,0.02,0.0,-0.06,0.02,0.06,0.06
0,311,0,0.09,0.04,0.01,0.05,0.01,0.0,0.01,0.11,0.02,0.15,0.05
0,312,0,0.06,0.0,0.01,0.05,0.0,0.0,0.01,0.11,0.0,0.11,0.02
0,313,0,0.04,-0.01,0.0,0.0,0.0,-0.01,0.02,0.03,0.0,0.01,-0.01
1,314,0,0.05,0.0,0.0,0.0,-0.01,-0.02,0.01,-0.03,0.03,0.0,-0.01
1,315,1,0.02,0.0,0.0,0.0,-0.03,-0.05,0.0,-0.01,0.01,-0.02,-0.02
0,316,1,0.0,-0.02,0.0,0.0,-0.01,-0.04,-0.01,0.06,-0.03,-0.03,-0.02
1,317,0,-0.02,-0.01,-0.01,-0.02,0.0,-0.01,-0.01,0.11,-0.03,-0.01,0.0
1,318,1,-0.01,0.01,0.0,-0.02,0.04,0.02,-0.01,0.07,-0.03,0.03,0.04
1,319,1,-0.02,0.04,0.0,0.03,0.0,0.0,0.0,0.0,0.04,0.03,0.04
1,320,1,-0.03,0.01,0.01,0.0,-0.01,-0.01,0.0,-0.06,0.02,0.0,0.0
1,321,1,0.01,0.01,0.0,0.01,-0.03,-0.01,0.01,-0.03,0.04,-0.01,0.0
1,322,1,-0.02,-0.03,0.0,0.01,0.01,0.01,0.01,-0.03,-0.03,-0.03,-0.02
1,323,1,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,-0.02,-0.02,0.03
1,324,1,0.0,0.01,0.0,0.02,0.03,0.01,0.0,0.06,0.01,0.04,0.03
0,325,1,0.01,0.01,0.0,-0.03,-0.02,-0.02,0.0,0.07,0.04,0.03,0.0
0,326,0,0.02,0.01,0.0,0.02,-0.01,0.0,0.0,0.11,0.03,0.04,-0.02
1,327,0,-0.02,-0.01,0.04,0.06,-0.04,-0.02,0.05,0.14,0.05,0.03,-0.07
0,328,1,0.0,-0.01,0.02,0.05,-0.01,0.02,0.01,0.04,0.0,0.0,-0.02
0,329,0,-0.05,-0.04,0.01,0.0,0.0,0.0,0.02,-0.07,-0.01,-0.02,-0.03
0,330,0,-0.04,-0.05,-0.02,-0.03,0.0,-0.01,-0.04,-0.17,-0.06,-0.08,0.0
1,331,0,-0.04,-0.04,-0.02,-0.01,0.01,-0.03,-0.02,-0.11,-0.05,-0.06,-0.02
1,332,1,0.01,-0.02,0.0,0.02,0.02,-0.03,-0.02,-0.08,-0.02,-0.02,-0.02
0,333,1,0.0,-0.01,-0.02,-0.02,0.03,-0.02,-0.03,-0.09,-0.01,-0.01,0.0
0,334,0,0.01,-0.01,0.0,-0.04,0.04,-0.02,-0.02,-0.09,0.02,0.01,0.0
1,335,0,-0.02,-0.01,0.0,-0.02,0.04,0.0,0.0,-0.08,0.02,-0.03,-0.02
0,336,1,-0.03,-0.03,0.0,-0.02,0.0,0.0,0.0,-0.06,-0.02,-0.08,-0.03
1,337,0,-0.02,0.0,0.0,-0.03,0.02,0.03,0.0,-0.02,-0.01,-0.01,-0.02
1,338,1,-0.01,-0.01,-0.01,-0.02,0.06,0.03,-0.02,-0.02,-0.03,-0.01,0.0
1,339,1,0.01,0.01,0.0,-0.02,0.0,0.02,0.0,-0.02,0.01,0.05,0.0
0,340,1,-0.01,0.0,0.0,0.03,-0.06,-0.02,0.0,-0.03,-0.01,0.0,0.03
0,341,0,0.0,0.01,0.0,-0.03,-0.12,-0.04,0.0,0.0,0.0,-0.01,0.01
0,342,0,-0.02,0.0,0.0,-0.01,-0.04,-0.02,-0.01,0.0,-0.01,-0.03,0.03
1,343,0,0.0,0.0,0.0,-0.05,-0.02,-0.01,0.01,0.04,0.0,-0.03,-0.03
1,344,1,-0.02,-0.01,0.0,-0.03,-0.01,-0.02,0.01,0.02,0.0,-0.02,-0.02
1,345,1,0.0,0.01,-0.01,-0.04,0.0,-0.01,0.0,0.02,-0.02,-0.04,-0.02
1,346,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.03
0,347,1,0.02,0.03,0.0,0.0,0.0,0.06,0.0,0.03,0.01,0.04,0.07
1,348,0,0.02,0.03,0.01,0.04,0.0,0.03,0.01,0.06,0.04,0.07,0.06
1,349,1,0.02,0.04,0.0,0.01,0.0,0.03,0.01,0.02,0.01,0.01,0.02
1,350,1,0.0,0.01,0.0,0.02,0.0,-0.01,0.01,0.04,0.01,0.0,-0.03
0,351,1,0.0,0.01,0.0,-0.02,0.0,-0.01,0.01,0.03,0.03,0.02,0.0
1,352,0,0.0,-0.02,-0.01,-0.03,0.0,-0.02,0.0,0.02,0.0,0.0,0.01
0,353,1,0.03,0.0,0.0,-0.03,0.0,-0.01,0.0,-0.01,0.02,0.0,0.01
1,354,0,0.02,-0.01,0.0,0.02,0.0,0.01,0.0,0.0,-0.03,-0.03,-0.01
0,355,1,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.07,0.0,0.03,0.0
1,356,0,-0.07,-0.04,-0.01,-0.03,-0.01,-0.04,-0.01,0.01,-0.05,-0.09,-0.02
1,357,1,-0.01,0.0,-0.01,-0.04,0.04,0.01,0.0,0.03,0.0,-0.01,-0.01
1,358,1,-0.02,0.0,-0.01,-0.02,0.03,0.03,-0.01,-0.01,0.01,-0.06,0.01
1,359,1,0.02,0.03,0.0,0.0,0.05,0.05,0.0,-0.02,0.02,0.06,0.01
1,360,1,-0.08,-0.01,0.0,-0.01,-0.02,0.02,0.0,-0.14,-0.02,-0.07,-0.05
1,361,1,-0.06,0.02,0.0,-0.05,-0.03,0.01,0.02,-0.15,-0.02,-0.05,-0.02
1,362,1,0.06,0.07,0.01,0.03,0.01,0.11,0.01,-0.04,0.03,0.08,0.07
1,363,1,0.08,0.06,0.0,0.03,0.02,0.05,0.01,0.07,0.04,0.12,0.08
0,364,1,0.08,0.03,0.0,0.09,0.03,0.03,0.01,0.07,0.03,0.09,0.03
1,365,0,0.01,-0.02,0.0,0.02,-0.01,-0.03,0.01,0.07,0.02,0.0,0.0
1,366,1,0.0,-0.01,0.01,0.03,-0.02,-0.01,0.0,0.12,0.01,0.02,-0.01
1,367,1,0.0,0.0,0.01,0.0,-0.02,-0.01,-0.01,0.09,0.05,0.05,0.02
0,368,1,-0.01,0.01,-0.01,0.02,-0.03,-0.03,0.0,0.03,0.0,0.02,0.0
1,369,0,0.01,-0.01,0.0,0.01,-0.02,-0.01,0.01,-0.06,-0.01,-0.01,0.02
0,370,1,0.0,-0.01,0.0,0.0,-0.02,0.01,0.0,-0.01,-0.05,0.0,-0.01
0,371,0,-0.03,-0.01,0.01,-0.02,-0.01,0.0,0.0,-0.03,-0.02,-0.03,-0.03
1,372,0,-0.01,0.01,0.01,-0.02,-0.01,-0.02,0.01,0.37,0.01,0.02,-0.02
1,373,1,0.0,-0.01,0.0,-0.02,0.0,0.0,-0.01,0.23,0.01,-0.03,0.0
1,374,1,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,0.17,0.02,-0.01,0.02
0,375,1,0.03,-0.01,-0.02,0.02,0.02,0.04,-0.03,-0.25,0.01,-0.03,0.01
1,376,0,0.09,-0.01,-0.01,0.03,0.0,0.02,0.0,-0.13,0.0,0.0,0.0
1,377,1,0.06,-0.03,0.0,0.06,0.0,-0.01,0.02,-0.1,-0.02,-0.02,-0.04
0,378,1,-0.02,-0.01,0.01,-0.03,-0.01,-0.03,0.0,-0.08,-0.01,0.0,-0.02
0,379,0,-0.1,0.0,0.01,0.0,0.0,-0.05,0.0,-0.06,0.0,-0.03,-0.04
0,380,0,-0.07,0.0,0.0,-0.03,0.0,0.0,-0.03,-0.01,0.0,0.02,0.0
0,381,0,0.02,-0.02,-0.01,0.0,0.0,0.01,-0.01,-0.04,-0.03,-0.01,0.0
0,382,0,-0.02,-0.03,-0.01,-0.02,-0.01,0.03,-0.01,-0.07,-0.03,-0.03,-0.02
0,383,0,0.02,-0.03,0.0,0.02,0.0,0.0,0.0,-0.09,-0.04,-0.07,0.0
1,384,0,-0.04,-0.02,0.0,0.04,0.0,0.0,0.0,-0.07,-0.02,-0.04,-0.05
0,385,1,0.02,-0.02,0.01,0.05,0.01,0.0,0.0,-0.05,-0.02,0.03,0.0
1,386,0,-0.01,-0.01,0.0,0.0,0.0,0.0,-0.01,-0.04,0.0,0.02,-0.04
1,387,1,0.05,-0.01,0.0,0.04,0.0,0.0,0.0,-0.03,0.02,0.02,0.01
0,388,1,0.04,0.01,-0.01,-0.01,0.01,-0.01,-0.01,-0.03,0.0,-0.04,0.0
1,389,0,0.26,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01
0,390,1,0.23,0.02,0.01,-0.04,0.0,0.05,0.0,0.0,0.0,0.03,0.01
0,391,0,0.73,0.02,0.01,0.09,-0.01,0.01,0.03,0.11,0.05,0.07,0.03
0,392,0,0.51,0.07,0.06,0.08,0.0,0.02,0.11,0.06,0.09,0.13,0.05
0,393,0,-0.11,0.16,0.17,0.27,0.0,0.0,0.25,0.04,0.15,0.23,0.1
1,394,0,-0.71,0.02,0.06,-0.05,0.0,0.02,0.03,-0.11,-0.02,0.05,0.02
0,395,1,-0.73,-0.04,-0.03,-0.1,-0.01,-0.04,-0.08,-0.09,-0.08,-0.09,-0.06
0,396,0,-0.05,-0.16,-0.16,-0.29,0.0,-0.07,-0.24,-0.05,-0.16,-0.25,-0.12
1,397,0,0.09,-0.05,-0.05,-0.02,0.01,-0.03,-0.03,0.0,-0.04,-0.08,-0.05
0,398,1,0.05,-0.02,-0.02,0.0,0.0,-0.02,-0.02,0.04,-0.01,-0.02,0.03
1,399,0,-0.03,0.03,0.01,0.04,0.0,0.02,0.02,0.06,0.03,0.03,0.04
1,400,1,-0.07,0.04,0.0,0.0,-0.01,0.04,0.01,0.06,0.02,0.04,0.03
1,401,1,-0.03,0.03,0.01,0.03,0.0,0.03,0.02,0.02,0.02,0.06,-0.01
1,402,1,-0.04,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.01,0.0,-0.01,-0.03
1,403,1,-0.03,-0.01,0.0,-0.05,0.0,-0.05,-0.01,0.01,0.01,-0.01,-0.02
0,404,1,0.0,0.0,0.0,-0.03,0.0,-0.03,0.0,0.02,0.0,-0.01,0.03
1,405,0,0.0,-0.01,0.0,-0.04,0.0,-0.01,-0.01,0.03,-0.02,0.02,0.01
0,406,1,-0.01,-0.01,0.0,0.0,0.0,-0.01,0.01,0.03,-0.01,-0.01,0.0
0,407,0,-0.03,-0.03,-0.02,-0.03,0.0,0.02,-0.02,0.02,-0.02,-0.06,-0.01
1,408,0,-0.04,-0.03,-0.01,-0.02,-0.01,-0.03,-0.01,-0.06,-0.04,-0.14,-0.03
1,409,1,-0.01,0.01,0.0,-0.01,0.01,0.03,-0.01,0.0,0.01,0.0,0.02
0,410,1,0.01,0.0,0.0,-0.03,0.0,0.01,0.01,0.03,-0.01,-0.01,-0.04
1,411,0,0.02,0.01,0.0,-0.01,0.02,0.04,-0.01,0.05,0.02,0.06,0.0
0,412,1,-0.07,-0.02,-0.01,-0.04,0.0,-0.03,-0.01,-0.09,-0.03,-0.09,-0.04
1,413,0,-0.08,0.0,-0.01,-0.01,0.01,-0.03,0.0,-0.14,-0.02,-0.09,0.0
1,414,1,-0.01,0.01,-0.01,-0.01,0.02,0.01,0.01,-0.08,-0.01,-0.03,0.05
1,415,1,0.07,0.02,-0.01,0.01,0.01,0.02,-0.01,0.02,0.01,0.05,0.04
0,416,1,0.07,0.01,0.0,-0.02,0.01,0.03,-0.01,0.03,0.01,0.08,0.02
1,417,0,0.08,0.02,0.0,0.0,-0.01,0.04,0.0,0.03,0.03,0.06,0.02
0,418,1,0.02,0.04,0.0,0.02,-0.01,0.04,0.01,0.0,0.05,0.05,0.06
1,419,0,0.0,0.04,0.0,0.04,-0.02,0.0,0.0,0.02,0.05,0.05,0.04
1,420,1,-0.07,0.01,0.0,0.02,-0.02,-0.08,0.0,0.01,0.05,0.03,0.0
0,421,1,-0.03,-0.02,0.01,0.01,-0.01,-0.05,0.01,0.0,-0.02,-0.03,-0.06
0,422,0,-0.02,-0.02,0.0,-0.02,0.0,-0.02,0.0,0.01,-0.01,0.0,-0.01
1,423,0,-0.02,-0.01,0.0,0.01,0.0,0.01,0.01,0.01,-0.05,-0.01,-0.02
0,424,1,-0.04,-0.01,-0.01,-0.05,0.0,-0.02,-0.01,-0.02,0.01,0.01,-0.03
1,425,0,-0.02,-0.01,0.0,0.01,0.0,-0.02,0.0,-0.02,-0.02,-0.02,-0.03
0,426,1,-0.01,-0.01,0.0,-0.03,-0.01,0.02,-0.01,0.0,0.0,-0.02,0.01
0,427,0,-0.01,-0.02,0.0,0.06,0.0,0.01,0.0,0.02,-0.02,-0.04,0.0
1,428,0,0.01,-0.02,0.0,0.01,0.0,0.03,-0.01,0.02,-0.01,-0.01,0.02
1,429,1,0.01,0.0,0.0,0.03,0.01,-0.03,-0.01,0.04,0.0,0.02,-0.02
0,430,1,0.05,0.0,0.0,-0.02,-0.01,0.01,-0.01,0.07,0.02,0.03,0.01
0,431,0,0.0,0.0,0.0,-0.01,-0.01,0.0,0.0,0.05,0.04,0.01,-0.03
0,432,0,-0.01,-0.02,0.0,0.0,-0.01,0.02,0.0,-0.01,0.0,-0.02,-0.01
1,433,0,0.0,0.03,0.0,0.0,0.0,0.03,0.02,-0.02,0.17,0.04,0.06
0,434,1,-0.01,0.02,0.0,0.03,0.0,0.01,0.01,-0.03,0.13,0.03,0.03
1,435,0,-0.03,-0.01,0.0,0.01,0.0,0.0,0.0,-0.06,0.02,-0.03,-0.02
1,436,1,-0.05,-0.05,0.01,0.03,0.0,-0.03,-0.02,-0.05,-0.17,-0.05,-0.08
0,437,1,-0.02,-0.05,0.0,0.0,0.0,-0.01,-0.02,-0.05,-0.15,-0.06,-0.05
1,438,0,0.01,0.0,0.0,0.0,0.0,0.01,-0.01,-0.04,-0.01,0.01,0.0
0,439,1,0.0,-0.01,0.0,-0.01,0.01,0.0,0.0,-0.06,-0.03,-0.01,-0.01
1,440,0,-0.02,-0.01,0.0,0.03,0.01,0.0,0.01,-0.07,-0.02,-0.04,-0.02
1,441,1,0.0,0.0,0.0,0.0,0.01,0.01,0.0,-0.02,-0.04,-0.01,0.01
1,442,1,0.0,0.0,-0.01,0.01,0.0,0.05,-0.01,0.0,-0.01,0.01,0.01
1,443,1,0.02,0.01,0.0,-0.01,0.0,0.02,-0.01,0.02,0.03,0.05,0.02
1,444,1,-0.01,-0.01,0.0,-0.02,-0.01,0.0,0.0,0.0,0.01,0.01,-0.02
1,445,1,0.0,0.0,0.0,-0.03,-0.01,-0.04,0.0,-0.03,0.0,-0.02,-0.01
0,446,1,0.01,0.0,0.0,-0.05,-0.01,-0.02,0.0,-0.03,-0.03,-0.02,0.0
0,447,0,0.01,0.01,0.0,-0.01,0.0,-0.02,0.0,0.01,-0.01,-0.01,0.04
1,448,0,0.06,-0.01,0.0,-0.01,0.0,-0.02,0.0,0.04,-0.01,0.0,0.01
1,449,1,0.13,0.0,0.0,-0.01,0.02,0.0,0.01,0.06,-0.01,-0.03,0.02
0,450,1,0.06,0.02,0.0,0.01,0.0,-0.01,0.01,0.05,0.03,0.03,0.0
0,451,0,0.0,0.04,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,0.06
1,452,0,-0.09,0.02,0.0,0.0,-0.02,0.0,0.0,0.03,0.01,0.04,0.05
0,453,1,0.02,-0.01,0.0,-0.01,0.01,0.01,0.01,0.01,0.0,0.0,-0.02
1,454,0,-0.02,-0.02,0.0,-0.02,0.01,-0.04,0.0,0.02,0.0,-0.02,-0.03
0,455,1,0.02,-0.01,0.0,0.0,0.0,-0.03,0.0,0.05,0.0,0.01,-0.02
0,456,0,-0.01,0.0,0.01,-0.01,-0.01,-0.03,-0.01,0.07,-0.01,-0.01,0.0
0,457,0,-0.01,-0.01,0.0,-0.01,0.0,-0.02,0.02,0.1,-0.01,-0.04,-0.04
0,458,0,0.1,0.03,0.03,0.0,0.01,0.01,0.08,0.01,0.03,0.0,-0.03
1,459,0,-0.01,0.01,0.01,-0.03,0.01,0.02,0.03,-0.03,-0.01,0.0,0.02
1,460,1,-0.04,0.0,0.0,-0.03,-0.02,-0.01,-0.02,-0.13,-0.02,-0.06,-0.01
1,461,1,-0.13,-0.02,-0.03,-0.03,-0.01,0.01,-0.08,-0.04,-0.03,-0.02,0.03
0,462,1,-0.01,0.0,-0.02,0.01,0.0,0.01,-0.03,-0.02,0.0,-0.01,-0.01
1,463,0,0.02,0.02,0.0,-0.01,0.01,0.05,0.0,0.05,0.03,0.07,0.04
0,464,1,-0.07,-0.01,0.01,-0.04,0.01,-0.02,0.0,-0.05,0.0,-0.02,-0.06
1,465,0,-0.09,-0.02,0.0,-0.06,0.0,-0.04,0.0,-0.14,-0.03,-0.1,-0.03
1,466,1,0.05,0.01,0.01,0.0,0.04,0.03,0.02,-0.08,0.0,0.01,0.0
1,467,1,0.08,0.02,-0.01,0.02,0.01,0.03,0.0,0.0,0.0,0.05,0.06
1,468,1,0.12,0.03,0.0,0.04,0.0,0.04,0.0,0.17,0.05,0.13,0.04
1,469,1,-0.01,0.01,0.0,0.04,-0.03,-0.01,-0.01,0.03,0.0,0.04,0.02
0,470,1,-0.02,0.03,0.01,0.03,-0.01,0.02,0.01,0.01,0.03,0.04,0.02
0,471,0,-0.06,0.01,0.01,0.01,-0.01,0.0,0.01,-0.05,0.0,0.02,0.03
1,472,0,-0.02,0.01,0.0,0.0,-0.02,-0.03,0.0,0.03,0.01,0.01,0.01
1,473,1,-0.01,-0.02,-0.01,0.0,-0.02,-0.04,0.0,0.05,-0.02,-0.03,0.0
1,474,1,0.01,0.0,0.0,0.0,-0.01,-0.02,0.0,0.06,0.0,0.01,-0.01
1,475,1,-0.01,0.01,0.01,0.0,0.0,0.02,0.01,0.04,0.01,0.03,0.03
0,476,1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,-0.02,0.01,0.03,-0.01
1,477,0,-0.02,-0.01,0.0,0.01,0.0,0.01,0.0,-0.01,-0.02,-0.01,0.0
0,478,1,-0.01,-0.03,-0.01,0.02,0.0,-0.01,0.0,0.01,-0.02,-0.04,-0.04
1,479,0,-0.02,-0.01,0.0,0.0,0.0,-0.01,-0.01,0.03,-0.01,-0.03,0.0
0,480,1,0.0,-0.01,0.0,0.03,0.0,0.0,0.0,0.01,0.02,0.0,-0.01
1,481,0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.03,0.01
1,482,1,0.01,0.0,0.0,0.03,0.0,0.01,0.01,0.06,0.01,0.02,-0.01
1,483,1,0.0,0.0,0.0,-0.01,0.0,0.01,0.0,0.04,0.01,0.0,0.0
1,484,1,0.0,0.0,0.0,0.02,-0.01,0.0,-0.01,-0.04,0.01,-0.01,0.0
0,485,1,-0.02,0.0,0.0,0.01,-0.01,0.02,0.0,-0.06,0.01,0.0,-0.02
0,486,0,-0.04,0.0,0.0,0.02,-0.01,-0.01,0.0,-0.09,-0.02,0.0,-0.02
1,487,0,-0.04,-0.01,0.0,-0.02,0.01,0.0,-0.01,-0.06,-0.03,-0.04,-0.03
0,488,1,-0.02,-0.02,0.0,0.0,0.01,-0.02,-0.01,-0.08,-0.02,-0.02,0.0
0,489,0,0.0,-0.02,0.0,-0.01,0.0,-0.02,-0.01,-0.05,-0.01,-0.02,-0.01
1,490,0,0.01,-0.01,0.01,0.03,-0.01,0.01,0.01,-0.07,0.01,0.04,-0.01
1,491,1,0.0,0.0,0.01,0.02,0.0,0.0,0.01,-0.03,0.0,0.01,-0.02
1,492,1,-0.02,-0.02,0.0,0.03,0.01,0.02,0.0,-0.03,-0.01,-0.07,-0.04
1,493,1,0.0,-0.01,-0.01,-0.02,0.01,0.01,-0.01,0.0,0.01,-0.01,0.0
1,494,1,0.0,0.0,-0.01,-0.04,0.0,0.06,-0.01,-0.02,0.01,0.0,0.0
1,495,1,0.03,0.02,0.0,-0.03,0.0,0.04,0.0,-0.01,0.04,0.09,0.04
0,496,1,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.01,0.01,0.02,0.01
0,497,0,0.0,0.0,0.0,0.02,-0.01,-0.05,0.0,0.03,-0.01,0.01,0.01
0,498,0,-0.02,0.0,0.0,-0.02,-0.01,-0.02,0.0,0.02,-0.02,-0.02,0.03
0,499,0,0.0,0.0,0.0,-0.01,-0.01,-0.05,0.0,0.0,0.17,-0.03,-0.03
1,500,0,0.01,-0.01,0.0,-0.04,0.0,-0.02,0.0,0.01,0.01,-0.03,-0.01
1,501,1,0.0,-0.01,-0.01,0.0,0.01,-0.02,0.0,0.04,-0.02,-0.05,-0.01
