Target,index,lag_1,debt,stocks,dow_jones,markets,unemployment,money,stock_market,crisis,nasdaq,finance,invest
1,29,1,0.23,0.213,0.01,0.47,0.037,0.383,0.053,0.25,0.257,0.37,0.203
1,30,1,0.217,0.21,0.01,0.46,0.04,0.36,0.053,0.27,0.23,0.367,0.19
1,31,1,0.23,0.2,0.01,0.473,0.043,0.363,0.05,0.283,0.197,0.363,0.2
0,32,1,0.23,0.21,0.01,0.483,0.043,0.37,0.053,0.307,0.187,0.37,0.2
0,33,0,0.247,0.22,0.01,0.483,0.04,0.393,0.06,0.337,0.21,0.38,0.22
1,34,0,0.25,0.227,0.01,0.5,0.04,0.393,0.07,0.35,0.217,0.397,0.21
0,35,1,0.257,0.237,0.01,0.527,0.04,0.397,0.077,0.363,0.24,0.397,0.203
0,36,0,0.26,0.237,0.01,0.57,0.04,0.387,0.077,0.36,0.25,0.383,0.2
0,37,0,0.26,0.237,0.01,0.61,0.04,0.393,0.077,0.353,0.257,0.377,0.217
1,38,0,0.26,0.233,0.01,0.637,0.04,0.39,0.08,0.347,0.233,0.38,0.25
1,39,1,0.263,0.233,0.01,0.623,0.04,0.39,0.09,0.347,0.24,0.38,0.257
1,40,1,0.25,0.247,0.01,0.573,0.04,0.383,0.09,0.363,0.25,0.37,0.247
0,41,1,0.27,0.253,0.01,0.523,0.04,0.387,0.087,0.387,0.267,0.37,0.233
1,42,0,0.267,0.263,0.01,0.483,0.037,0.39,0.083,0.39,0.25,0.37,0.237
1,43,1,0.283,0.277,0.01,0.48,0.037,0.403,0.087,0.407,0.27,0.377,0.26
0,44,1,0.26,0.29,0.01,0.457,0.037,0.403,0.09,0.403,0.277,0.377,0.267
1,45,0,0.24,0.3,0.01,0.437,0.04,0.407,0.087,0.423,0.307,0.387,0.253
1,46,1,0.21,0.297,0.01,0.443,0.037,0.39,0.083,0.36,0.277,0.377,0.22
0,47,1,0.187,0.29,0.01,0.413,0.037,0.393,0.083,0.283,0.277,0.367,0.247
0,48,0,0.2,0.29,0.01,0.407,0.04,0.407,0.087,0.24,0.263,0.36,0.27
0,49,0,0.213,0.29,0.01,0.387,0.047,0.423,0.087,0.27,0.263,0.38,0.297
0,50,0,0.243,0.28,0.01,0.407,0.047,0.427,0.083,0.297,0.257,0.383,0.26
1,51,0,0.247,0.273,0.01,0.427,0.043,0.42,0.08,0.317,0.257,0.407,0.247
1,52,1,0.247,0.273,0.01,0.45,0.04,0.417,0.08,0.32,0.263,0.407,0.26
1,53,1,0.243,0.28,0.01,0.477,0.04,0.423,0.08,0.34,0.263,0.417,0.273
0,54,1,0.24,0.29,0.01,0.49,0.04,0.423,0.08,0.337,0.267,0.4,0.29
1,55,0,0.237,0.277,0.01,0.473,0.04,0.417,0.083,0.327,0.267,0.4,0.277
1,56,1,0.24,0.283,0.01,0.473,0.04,0.413,0.09,0.31,0.267,0.41,0.287
0,57,1,0.243,0.273,0.01,0.473,0.037,0.413,0.093,0.323,0.263,0.407,0.273
0,58,0,0.25,0.277,0.01,0.47,0.037,0.413,0.09,0.343,0.273,0.41,0.26
0,59,0,0.247,0.253,0.01,0.463,0.033,0.403,0.083,0.353,0.36,0.403,0.25
0,60,0,0.23,0.243,0.01,0.453,0.033,0.403,0.077,0.34,0.56,0.403,0.243
1,61,0,0.22,0.23,0.01,0.46,0.033,0.407,0.077,0.353,0.63,0.383,0.25
0,62,1,0.217,0.23,0.01,0.447,0.037,0.417,0.077,0.393,0.537,0.383,0.243
1,63,0,0.233,0.223,0.013,0.46,0.04,0.423,0.083,0.43,0.34,0.39,0.247
1,64,1,0.243,0.237,0.013,0.473,0.04,0.427,0.08,0.453,0.27,0.4,0.25
1,65,1,0.247,0.227,0.013,0.507,0.04,0.427,0.077,0.48,0.27,0.387,0.247
0,66,1,0.233,0.227,0.01,0.487,0.04,0.42,0.07,0.477,0.257,0.39,0.24
1,67,0,0.23,0.213,0.01,0.47,0.04,0.413,0.07,0.447,0.23,0.39,0.223
1,68,1,0.22,0.213,0.01,0.44,0.037,0.41,0.067,0.397,0.227,0.393,0.22
0,69,1,0.213,0.21,0.01,0.44,0.037,0.413,0.06,0.357,0.22,0.373,0.237
1,70,0,0.203,0.2,0.01,0.45,0.033,0.413,0.057,0.333,0.217,0.38,0.257
1,71,1,0.217,0.2,0.01,0.473,0.033,0.403,0.057,0.31,0.213,0.4,0.26
0,72,1,0.22,0.203,0.01,0.497,0.033,0.403,0.06,0.28,0.223,0.417,0.257
1,73,0,0.23,0.213,0.01,0.507,0.037,0.403,0.06,0.25,0.223,0.413,0.233
1,74,1,0.213,0.223,0.01,0.523,0.04,0.413,0.057,0.22,0.21,0.403,0.227
1,75,1,0.213,0.227,0.01,0.533,0.04,0.417,0.057,0.227,0.203,0.417,0.237
1,76,1,0.203,0.233,0.01,0.537,0.04,0.427,0.057,0.23,0.23,0.417,0.253
0,77,1,0.21,0.237,0.01,0.527,0.037,0.43,0.057,0.247,0.26,0.42,0.247
0,78,0,0.217,0.247,0.01,0.5,0.037,0.43,0.057,0.233,0.267,0.413,0.24
1,79,0,0.217,0.247,0.01,0.49,0.033,0.413,0.053,0.247,0.27,0.407,0.233
0,80,1,0.217,0.247,0.01,0.473,0.033,0.403,0.053,0.24,0.26,0.403,0.26
0,81,0,0.21,0.233,0.01,0.493,0.03,0.39,0.047,0.253,0.237,0.39,0.233
1,82,0,0.21,0.227,0.01,0.477,0.03,0.39,0.05,0.277,0.2,0.393,0.233
1,83,1,0.2,0.223,0.01,0.477,0.033,0.39,0.053,0.3,0.187,0.377,0.197
0,84,1,0.203,0.237,0.01,0.433,0.037,0.397,0.06,0.307,0.207,0.39,0.243
0,85,0,0.217,0.243,0.01,0.44,0.04,0.407,0.06,0.297,0.22,0.393,0.247
1,86,0,0.24,0.25,0.01,0.433,0.04,0.407,0.063,0.303,0.227,0.41,0.273
0,87,1,0.247,0.247,0.01,0.45,0.04,0.417,0.067,0.317,0.23,0.403,0.26
0,88,0,0.247,0.243,0.01,0.463,0.037,0.427,0.07,0.33,0.237,0.403,0.28
0,89,0,0.243,0.24,0.01,0.483,0.033,0.427,0.07,0.333,0.24,0.4,0.28
1,90,0,0.237,0.24,0.013,0.497,0.033,0.423,0.073,0.333,0.22,0.397,0.26
1,91,1,0.23,0.25,0.013,0.49,0.037,0.417,0.073,0.343,0.22,0.4,0.243
1,92,1,0.223,0.253,0.013,0.463,0.04,0.417,0.073,0.35,0.227,0.397,0.243
1,93,1,0.233,0.263,0.01,0.447,0.04,0.42,0.073,0.373,0.253,0.403,0.267
1,94,1,0.217,0.267,0.013,0.43,0.037,0.42,0.077,0.357,0.25,0.377,0.267
0,95,1,0.213,0.273,0.013,0.417,0.037,0.43,0.08,0.377,0.247,0.37,0.27
0,96,0,0.197,0.257,0.013,0.41,0.037,0.423,0.077,0.363,0.227,0.36,0.25
1,97,0,0.207,0.253,0.01,0.403,0.04,0.42,0.073,0.37,0.233,0.37,0.243
1,98,1,0.19,0.247,0.01,0.387,0.037,0.407,0.07,0.297,0.22,0.36,0.227
0,99,1,0.187,0.253,0.01,0.387,0.037,0.41,0.073,0.25,0.21,0.35,0.25
1,100,0,0.197,0.267,0.013,0.383,0.04,0.417,0.077,0.22,0.213,0.35,0.263
1,101,1,0.217,0.3,0.017,0.44,0.043,0.437,0.08,0.243,0.243,0.38,0.293
0,102,1,0.227,0.32,0.017,0.457,0.043,0.45,0.083,0.28,0.267,0.403,0.277
1,103,0,0.227,0.333,0.013,0.483,0.04,0.457,0.083,0.3,0.277,0.427,0.277
0,104,1,0.223,0.333,0.01,0.457,0.043,0.457,0.087,0.31,0.28,0.43,0.273
1,105,0,0.227,0.343,0.01,0.453,0.043,0.447,0.087,0.307,0.29,0.423,0.287
1,106,1,0.223,0.33,0.01,0.447,0.043,0.44,0.09,0.3,0.293,0.417,0.293
0,107,1,0.23,0.307,0.01,0.453,0.037,0.433,0.087,0.307,0.283,0.4,0.28
0,108,0,0.227,0.29,0.01,0.453,0.037,0.44,0.083,0.317,0.277,0.407,0.267
1,109,0,0.23,0.277,0.01,0.457,0.037,0.44,0.08,0.333,0.267,0.407,0.27
1,110,1,0.237,0.27,0.01,0.46,0.037,0.44,0.077,0.33,0.273,0.413,0.273
1,111,1,0.247,0.27,0.01,0.457,0.033,0.427,0.073,0.327,0.367,0.45,0.28
0,112,1,0.247,0.28,0.01,0.457,0.033,0.44,0.07,0.327,0.61,0.477,0.253
1,113,0,0.243,0.293,0.01,0.46,0.037,0.453,0.07,0.357,0.643,0.493,0.26
1,114,1,0.24,0.28,0.01,0.487,0.037,0.467,0.073,0.363,0.547,0.47,0.257
1,115,1,0.247,0.287,0.01,0.51,0.037,0.46,0.077,0.38,0.3,0.467,0.277
1,116,1,0.247,0.287,0.01,0.517,0.037,0.46,0.08,0.407,0.25,0.463,0.267
1,117,1,0.247,0.297,0.01,0.503,0.04,0.463,0.08,0.457,0.243,0.457,0.28
0,118,1,0.24,0.29,0.013,0.48,0.037,0.467,0.08,0.47,0.237,0.443,0.273
0,119,0,0.23,0.273,0.017,0.493,0.033,0.46,0.08,0.45,0.24,0.44,0.277
1,120,0,0.217,0.26,0.017,0.513,0.03,0.453,0.08,0.4,0.243,0.427,0.25
0,121,1,0.207,0.233,0.013,0.523,0.03,0.453,0.073,0.37,0.217,0.41,0.24
0,122,0,0.203,0.227,0.013,0.513,0.033,0.453,0.07,0.337,0.203,0.407,0.233
1,123,0,0.21,0.217,0.017,0.507,0.037,0.443,0.067,0.317,0.197,0.413,0.25
0,124,1,0.21,0.213,0.017,0.493,0.037,0.43,0.067,0.28,0.217,0.43,0.247
1,125,0,0.217,0.197,0.013,0.477,0.037,0.413,0.063,0.25,0.213,0.437,0.247
0,126,1,0.21,0.193,0.01,0.467,0.037,0.413,0.06,0.243,0.203,0.43,0.227
0,127,0,0.23,0.197,0.01,0.483,0.04,0.417,0.06,0.253,0.193,0.427,0.223
1,128,0,0.23,0.21,0.01,0.5,0.04,0.433,0.06,0.28,0.21,0.43,0.223
1,129,1,0.243,0.217,0.01,0.5,0.04,0.437,0.06,0.29,0.22,0.443,0.23
1,130,1,0.23,0.213,0.01,0.493,0.04,0.437,0.057,0.29,0.223,0.437,0.227
0,131,1,0.227,0.207,0.01,0.497,0.04,0.427,0.053,0.267,0.203,0.423,0.23
1,132,0,0.22,0.197,0.01,0.477,0.04,0.427,0.05,0.247,0.2,0.423,0.233
0,133,1,0.22,0.193,0.01,0.47,0.037,0.427,0.05,0.227,0.203,0.423,0.25
1,134,0,0.213,0.19,0.01,0.45,0.033,0.43,0.047,0.22,0.207,0.43,0.24
0,135,1,0.21,0.183,0.01,0.447,0.03,0.433,0.047,0.227,0.203,0.413,0.227
1,136,0,0.21,0.187,0.01,0.44,0.03,0.433,0.047,0.243,0.197,0.423,0.21
0,137,1,0.213,0.197,0.01,0.443,0.03,0.443,0.053,0.263,0.193,0.42,0.207
1,138,0,0.223,0.207,0.013,0.463,0.03,0.447,0.06,0.27,0.2,0.443,0.23
1,139,1,0.23,0.217,0.017,0.46,0.033,0.46,0.07,0.277,0.213,0.447,0.243
1,140,1,0.237,0.23,0.017,0.463,0.033,0.453,0.073,0.273,0.237,0.457,0.243
1,141,1,0.23,0.25,0.017,0.453,0.037,0.453,0.077,0.28,0.253,0.447,0.23
1,142,1,0.23,0.257,0.017,0.46,0.037,0.443,0.073,0.29,0.257,0.453,0.227
0,143,1,0.227,0.253,0.017,0.467,0.04,0.44,0.073,0.287,0.237,0.447,0.23
1,144,0,0.227,0.25,0.013,0.477,0.04,0.43,0.07,0.28,0.22,0.45,0.233
1,145,1,0.223,0.25,0.01,0.487,0.04,0.437,0.07,0.277,0.217,0.453,0.23
0,146,1,0.213,0.24,0.01,0.457,0.037,0.437,0.073,0.277,0.217,0.433,0.23
0,147,0,0.217,0.233,0.01,0.433,0.037,0.453,0.073,0.297,0.217,0.433,0.23
1,148,0,0.217,0.23,0.01,0.403,0.037,0.45,0.073,0.31,0.21,0.423,0.237
1,149,1,0.227,0.23,0.01,0.417,0.04,0.457,0.067,0.33,0.21,0.44,0.237
0,150,1,0.21,0.23,0.01,0.41,0.04,0.443,0.063,0.297,0.213,0.433,0.213
1,151,0,0.193,0.23,0.01,0.413,0.04,0.437,0.067,0.24,0.223,0.42,0.217
0,152,1,0.193,0.24,0.01,0.41,0.043,0.437,0.07,0.21,0.223,0.423,0.24
1,153,0,0.207,0.253,0.01,0.41,0.047,0.447,0.073,0.213,0.22,0.45,0.263
1,154,1,0.22,0.257,0.01,0.417,0.05,0.453,0.073,0.243,0.213,0.48,0.267
0,155,1,0.237,0.26,0.01,0.427,0.05,0.46,0.073,0.257,0.217,0.493,0.263
1,156,0,0.24,0.257,0.01,0.43,0.05,0.457,0.077,0.263,0.217,0.5,0.267
0,157,1,0.247,0.26,0.01,0.433,0.047,0.457,0.073,0.26,0.217,0.497,0.267
1,158,0,0.223,0.26,0.01,0.413,0.043,0.443,0.073,0.253,0.227,0.497,0.26
0,159,1,0.223,0.26,0.01,0.423,0.04,0.44,0.073,0.257,0.227,0.487,0.263
0,160,0,0.217,0.277,0.02,0.443,0.04,0.447,0.113,0.267,0.247,0.513,0.263
1,161,0,0.23,0.283,0.023,0.477,0.04,0.46,0.13,0.273,0.253,0.523,0.263
0,162,1,0.233,0.28,0.027,0.483,0.04,0.457,0.133,0.273,0.253,0.527,0.26
1,163,0,0.237,0.253,0.017,0.483,0.04,0.45,0.097,0.28,0.233,0.507,0.25
0,164,1,0.237,0.24,0.013,0.463,0.04,0.44,0.083,0.297,0.23,0.507,0.237
1,165,0,0.237,0.23,0.01,0.467,0.04,0.45,0.08,0.31,0.227,0.497,0.233
1,166,1,0.243,0.237,0.01,0.433,0.04,0.457,0.077,0.323,0.217,0.493,0.237
1,167,1,0.24,0.24,0.01,0.44,0.04,0.463,0.077,0.33,0.203,0.493,0.247
1,168,1,0.247,0.257,0.013,0.44,0.04,0.463,0.077,0.357,0.2,0.51,0.247
1,169,1,0.253,0.253,0.017,0.467,0.04,0.463,0.077,0.367,0.21,0.51,0.243
1,170,1,0.25,0.247,0.02,0.47,0.037,0.467,0.073,0.373,0.223,0.5,0.253
1,171,1,0.237,0.23,0.017,0.467,0.037,0.47,0.067,0.35,0.213,0.49,0.257
0,172,1,0.223,0.223,0.013,0.473,0.033,0.46,0.063,0.337,0.203,0.477,0.257
1,173,0,0.223,0.22,0.01,0.47,0.033,0.46,0.06,0.32,0.177,0.467,0.253
0,174,1,0.227,0.213,0.01,0.48,0.033,0.457,0.063,0.303,0.19,0.47,0.257
1,175,0,0.223,0.213,0.01,0.48,0.037,0.46,0.063,0.273,0.187,0.483,0.267
0,176,1,0.23,0.21,0.01,0.483,0.04,0.46,0.063,0.243,0.187,0.5,0.263
1,177,0,0.223,0.217,0.01,0.493,0.04,0.46,0.057,0.223,0.18,0.503,0.267
1,178,1,0.223,0.22,0.01,0.527,0.04,0.467,0.057,0.217,0.18,0.493,0.253
1,179,1,0.223,0.233,0.013,0.55,0.04,0.467,0.057,0.223,0.193,0.507,0.26
0,180,1,0.233,0.243,0.017,0.567,0.04,0.487,0.063,0.23,0.197,0.51,0.26
0,181,0,0.243,0.25,0.023,0.547,0.04,0.493,0.073,0.24,0.217,0.53,0.273
0,182,0,0.237,0.243,0.027,0.557,0.04,0.493,0.083,0.233,0.227,0.537,0.267
1,183,0,0.233,0.24,0.03,0.56,0.04,0.48,0.093,0.237,0.24,0.553,0.27
0,184,1,0.223,0.237,0.033,0.577,0.04,0.483,0.103,0.237,0.237,0.57,0.263
1,185,0,0.23,0.24,0.03,0.553,0.04,0.487,0.1,0.257,0.223,0.56,0.267
0,186,1,0.227,0.23,0.027,0.523,0.04,0.48,0.09,0.267,0.21,0.537,0.257
0,187,0,0.227,0.22,0.017,0.49,0.04,0.47,0.073,0.273,0.19,0.503,0.25
1,188,0,0.223,0.217,0.013,0.467,0.04,0.467,0.067,0.273,0.18,0.497,0.243
1,189,1,0.237,0.227,0.013,0.473,0.04,0.48,0.07,0.3,0.177,0.507,0.263
1,190,1,0.247,0.24,0.013,0.487,0.04,0.493,0.07,0.32,0.19,0.527,0.287
1,191,1,0.26,0.247,0.017,0.523,0.04,0.507,0.08,0.333,0.203,0.533,0.287
1,192,1,0.257,0.26,0.013,0.52,0.04,0.507,0.08,0.323,0.217,0.53,0.27
0,193,1,0.263,0.263,0.013,0.497,0.04,0.51,0.087,0.323,0.213,0.533,0.273
1,194,0,0.263,0.267,0.013,0.483,0.04,0.503,0.083,0.34,0.217,0.537,0.283
0,195,1,0.267,0.27,0.017,0.487,0.04,0.5,0.087,0.353,0.217,0.557,0.293
0,196,0,0.27,0.277,0.02,0.52,0.04,0.497,0.09,0.367,0.237,0.563,0.3
1,197,0,0.27,0.277,0.02,0.52,0.04,0.507,0.097,0.377,0.243,0.567,0.3
0,198,1,0.257,0.253,0.02,0.517,0.04,0.493,0.097,0.377,0.23,0.523,0.283
1,199,0,0.253,0.247,0.02,0.49,0.04,0.493,0.093,0.387,0.21,0.507,0.273
1,200,1,0.253,0.243,0.017,0.473,0.043,0.48,0.083,0.383,0.193,0.49,0.263
0,201,1,0.263,0.247,0.017,0.44,0.043,0.493,0.08,0.4,0.197,0.503,0.267
1,202,0,0.243,0.24,0.013,0.43,0.043,0.497,0.073,0.377,0.197,0.49,0.257
0,203,1,0.227,0.24,0.013,0.433,0.043,0.503,0.077,0.337,0.193,0.467,0.27
0,204,0,0.23,0.267,0.01,0.46,0.047,0.51,0.08,0.28,0.197,0.467,0.293
0,205,0,0.253,0.28,0.013,0.47,0.053,0.513,0.083,0.27,0.197,0.493,0.31
0,206,0,0.277,0.297,0.02,0.483,0.053,0.533,0.093,0.29,0.217,0.54,0.337
1,207,0,0.29,0.307,0.037,0.543,0.053,0.553,0.133,0.32,0.237,0.58,0.347
1,208,1,0.293,0.317,0.037,0.577,0.053,0.563,0.143,0.34,0.237,0.593,0.337
0,209,1,0.293,0.31,0.033,0.57,0.053,0.55,0.14,0.33,0.22,0.583,0.317
1,210,0,0.28,0.277,0.02,0.523,0.053,0.527,0.1,0.33,0.197,0.557,0.283
1,211,1,0.277,0.26,0.02,0.483,0.05,0.503,0.09,0.33,0.187,0.527,0.28
0,212,1,0.28,0.257,0.02,0.493,0.05,0.497,0.083,0.357,0.19,0.53,0.28
0,213,0,0.283,0.263,0.02,0.463,0.05,0.497,0.083,0.38,0.187,0.533,0.293
1,214,0,0.28,0.267,0.02,0.483,0.047,0.507,0.09,0.393,0.193,0.547,0.31
1,215,1,0.27,0.27,0.023,0.513,0.047,0.513,0.11,0.407,0.193,0.563,0.32
0,216,1,0.263,0.27,0.023,0.533,0.047,0.513,0.11,0.47,0.203,0.58,0.327
1,217,0,0.263,0.267,0.023,0.537,0.05,0.523,0.103,0.54,0.203,0.58,0.31
0,218,1,0.26,0.26,0.02,0.49,0.05,0.523,0.083,0.593,0.2,0.557,0.293
1,219,0,0.267,0.257,0.02,0.49,0.05,0.533,0.077,0.597,0.187,0.553,0.293
1,220,1,0.267,0.253,0.017,0.497,0.05,0.523,0.077,0.583,0.187,0.553,0.29
1,221,1,0.263,0.25,0.013,0.51,0.05,0.53,0.073,0.58,0.183,0.55,0.297
0,222,1,0.253,0.25,0.01,0.51,0.05,0.527,0.073,0.56,0.177,0.53,0.28
1,223,0,0.247,0.25,0.01,0.477,0.047,0.53,0.07,0.53,0.17,0.52,0.277
0,224,1,0.243,0.25,0.01,0.463,0.047,0.517,0.067,0.497,0.167,0.52,0.26
1,225,0,0.247,0.24,0.01,0.457,0.043,0.513,0.06,0.46,0.16,0.503,0.257
0,226,1,0.243,0.23,0.013,0.48,0.047,0.497,0.057,0.433,0.16,0.507,0.26
1,227,0,0.247,0.22,0.017,0.497,0.047,0.497,0.057,0.403,0.167,0.51,0.263
0,228,1,0.24,0.21,0.017,0.517,0.05,0.497,0.06,0.373,0.173,0.533,0.267
0,229,0,0.237,0.21,0.017,0.51,0.053,0.503,0.063,0.357,0.177,0.537,0.253
0,230,0,0.227,0.21,0.017,0.513,0.057,0.503,0.067,0.33,0.167,0.53,0.253
0,231,0,0.24,0.22,0.02,0.527,0.06,0.517,0.07,0.327,0.18,0.53,0.267
1,232,0,0.253,0.237,0.023,0.537,0.06,0.55,0.073,0.33,0.187,0.553,0.29
0,233,1,0.267,0.237,0.023,0.537,0.06,0.567,0.073,0.343,0.197,0.567,0.29
0,234,0,0.267,0.23,0.023,0.503,0.06,0.567,0.07,0.337,0.187,0.577,0.277
1,235,0,0.26,0.203,0.02,0.487,0.06,0.543,0.063,0.317,0.173,0.55,0.26
0,236,1,0.25,0.193,0.017,0.453,0.06,0.527,0.057,0.307,0.167,0.54,0.26
0,237,0,0.243,0.19,0.013,0.45,0.06,0.51,0.053,0.31,0.157,0.513,0.25
0,238,0,0.247,0.183,0.01,0.447,0.06,0.497,0.05,0.313,0.157,0.5,0.247
0,239,0,0.26,0.183,0.01,0.47,0.06,0.497,0.053,0.317,0.147,0.49,0.237
1,240,0,0.27,0.19,0.013,0.487,0.06,0.503,0.06,0.327,0.16,0.517,0.243
0,241,1,0.29,0.267,0.043,0.593,0.063,0.56,0.14,0.443,0.22,0.63,0.29
0,242,0,0.33,0.32,0.06,0.65,0.067,0.61,0.18,0.62,0.26,0.713,0.333
0,243,0,0.363,0.403,0.107,0.763,0.07,0.667,0.287,0.837,0.33,0.803,0.373
0,244,0,0.393,0.47,0.157,0.837,0.07,0.683,0.363,0.927,0.373,0.847,0.393
1,245,0,0.38,0.54,0.197,0.87,0.07,0.68,0.43,0.887,0.423,0.897,0.403
0,246,1,0.357,0.523,0.18,0.803,0.073,0.647,0.37,0.793,0.397,0.877,0.39
1,247,0,0.333,0.447,0.133,0.68,0.077,0.6,0.267,0.707,0.333,0.823,0.35
0,248,1,0.32,0.36,0.103,0.623,0.08,0.577,0.203,0.647,0.277,0.76,0.297
0,249,0,0.333,0.33,0.093,0.587,0.083,0.57,0.19,0.6,0.247,0.733,0.277
0,250,0,0.33,0.327,0.09,0.543,0.093,0.58,0.177,0.577,0.243,0.717,0.27
1,251,0,0.32,0.32,0.08,0.513,0.097,0.567,0.163,0.57,0.23,0.69,0.27
0,252,1,0.31,0.317,0.077,0.487,0.107,0.57,0.153,0.57,0.23,0.683,0.27
0,253,0,0.303,0.283,0.063,0.473,0.103,0.56,0.137,0.553,0.207,0.643,0.26
0,254,0,0.3,0.27,0.06,0.447,0.107,0.567,0.12,0.54,0.207,0.643,0.253
0,255,0,0.263,0.237,0.047,0.43,0.1,0.547,0.1,0.463,0.183,0.577,0.237
1,256,0,0.253,0.233,0.04,0.41,0.107,0.55,0.09,0.407,0.173,0.543,0.223
0,257,1,0.263,0.227,0.037,0.42,0.12,0.537,0.083,0.393,0.173,0.54,0.233
0,258,0,0.29,0.223,0.04,0.427,0.13,0.533,0.083,0.43,0.187,0.59,0.243
0,259,0,0.293,0.203,0.043,0.44,0.133,0.507,0.087,0.457,0.197,0.62,0.227
0,260,0,0.287,0.193,0.047,0.447,0.13,0.507,0.087,0.483,0.187,0.623,0.223
1,261,0,0.297,0.193,0.047,0.447,0.13,0.513,0.087,0.507,0.187,0.623,0.223
0,262,1,0.3,0.2,0.047,0.457,0.127,0.52,0.083,0.527,0.187,0.627,0.247
0,263,0,0.313,0.203,0.053,0.463,0.127,0.527,0.093,0.543,0.197,0.643,0.253
0,264,0,0.317,0.213,0.067,0.48,0.127,0.53,0.107,0.567,0.2,0.66,0.267
0,265,0,0.32,0.237,0.09,0.497,0.13,0.54,0.127,0.597,0.21,0.683,0.27
1,266,0,0.31,0.263,0.1,0.507,0.13,0.543,0.137,0.583,0.22,0.693,0.27
1,267,1,0.297,0.277,0.1,0.503,0.127,0.537,0.133,0.547,0.223,0.7,0.253
1,268,1,0.293,0.27,0.09,0.497,0.123,0.53,0.123,0.513,0.227,0.69,0.253
1,269,1,0.29,0.253,0.083,0.49,0.12,0.52,0.11,0.507,0.22,0.67,0.25
1,270,1,0.29,0.233,0.077,0.507,0.117,0.51,0.107,0.5,0.213,0.64,0.243
1,271,1,0.283,0.22,0.067,0.49,0.117,0.503,0.093,0.5,0.197,0.63,0.237
0,272,1,0.287,0.21,0.06,0.487,0.113,0.493,0.087,0.497,0.197,0.62,0.22
1,273,0,0.283,0.207,0.057,0.463,0.113,0.497,0.08,0.513,0.197,0.613,0.223
1,274,1,0.277,0.21,0.057,0.473,0.11,0.493,0.08,0.507,0.193,0.603,0.227
0,275,1,0.263,0.217,0.053,0.467,0.11,0.497,0.077,0.49,0.19,0.597,0.223
1,276,0,0.257,0.21,0.053,0.49,0.11,0.487,0.073,0.47,0.187,0.59,0.217
1,277,1,0.253,0.193,0.047,0.483,0.11,0.477,0.07,0.45,0.177,0.563,0.2
1,278,1,0.26,0.187,0.047,0.5,0.113,0.473,0.07,0.433,0.17,0.563,0.213
1,279,1,0.26,0.19,0.043,0.49,0.113,0.477,0.067,0.4,0.16,0.56,0.217
0,280,1,0.267,0.19,0.047,0.493,0.117,0.48,0.06,0.373,0.163,0.57,0.22
0,281,0,0.267,0.17,0.043,0.47,0.117,0.477,0.057,0.357,0.153,0.547,0.207
0,282,0,0.277,0.157,0.04,0.477,0.12,0.473,0.057,0.353,0.153,0.523,0.19
0,283,0,0.28,0.143,0.037,0.487,0.123,0.473,0.057,0.343,0.153,0.523,0.187
1,284,0,0.283,0.147,0.037,0.493,0.127,0.48,0.053,0.333,0.153,0.54,0.193
1,285,1,0.273,0.153,0.043,0.48,0.127,0.487,0.05,0.323,0.157,0.567,0.21
1,286,1,0.267,0.163,0.047,0.47,0.123,0.487,0.05,0.32,0.157,0.563,0.203
1,287,1,0.263,0.173,0.047,0.47,0.123,0.483,0.053,0.31,0.16,0.567,0.207
0,288,1,0.267,0.173,0.043,0.467,0.123,0.48,0.053,0.303,0.153,0.567,0.207
1,289,0,0.267,0.177,0.04,0.467,0.12,0.48,0.057,0.297,0.147,0.567,0.217
1,290,1,0.273,0.18,0.04,0.463,0.113,0.477,0.057,0.297,0.14,0.557,0.207
0,291,1,0.267,0.18,0.04,0.467,0.11,0.467,0.06,0.297,0.147,0.55,0.203
1,292,0,0.267,0.177,0.037,0.463,0.11,0.46,0.057,0.31,0.147,0.537,0.2
1,293,1,0.253,0.177,0.037,0.477,0.11,0.457,0.06,0.337,0.15,0.547,0.217
0,294,1,0.257,0.187,0.037,0.473,0.113,0.46,0.063,0.357,0.153,0.557,0.217
0,295,0,0.25,0.193,0.04,0.46,0.117,0.463,0.067,0.373,0.16,0.57,0.223
1,296,0,0.253,0.193,0.04,0.45,0.123,0.467,0.067,0.363,0.163,0.563,0.223
1,297,1,0.263,0.193,0.043,0.457,0.127,0.47,0.07,0.37,0.16,0.563,0.24
0,298,1,0.273,0.197,0.043,0.46,0.13,0.47,0.073,0.37,0.157,0.567,0.25
0,299,0,0.273,0.19,0.043,0.447,0.13,0.47,0.073,0.38,0.153,0.56,0.24
1,300,0,0.267,0.18,0.04,0.443,0.137,0.473,0.07,0.383,0.15,0.55,0.22
1,301,1,0.263,0.173,0.04,0.447,0.14,0.473,0.07,0.383,0.153,0.537,0.223
1,302,1,0.27,0.18,0.037,0.457,0.137,0.48,0.07,0.39,0.157,0.53,0.24
0,303,1,0.263,0.177,0.033,0.44,0.123,0.47,0.07,0.387,0.143,0.493,0.24
1,304,0,0.27,0.173,0.03,0.427,0.12,0.473,0.067,0.423,0.137,0.493,0.233
1,305,1,0.263,0.167,0.03,0.403,0.12,0.473,0.06,0.437,0.127,0.483,0.213
0,306,1,0.267,0.167,0.03,0.403,0.127,0.493,0.053,0.433,0.133,0.497,0.21
