date,start,unadjusted,pct_change,adjusted,normalised,monthly,debt,color,stocks,restaurant,portfolio,inflation,housing,dow_jones,revenue,economics,credit,markets,return,unemployment,money,religion,cancer,growth,investment,hedge,marriage,bonds,derivatives,headlines,profit,society,leverage,loss,cash,office,fine,stock_market,banking,crisis,happy,car,nasdaq,gains,finance,sell,invest,fed,house,metals,travel,returns,gain,default,present,holiday,water,rich,risk,gold,success,oil,war,economy,chance,lifestyle,greed,food,movie,nyse,ore,opportunity,health,earnings,arts,culture,bubble,buy,trader,tourism,politics,energy,consume,consumption,freedom,dividend,world,conflict,kitchen,forex,home,transaction,garden,fond,train,labor,fun,environment,ring,close
2011-06-11,0,24,0.62,6,1,7.333333333333332,12,17,8,57,20,15,34,0,4,10,49,20,21,3,32,32,34,27,19,14,6,9,1,5,14,34,2,40,1400,35,28,1,28,13,6,64,4,8,18,56,12,16,33,14,18,5,26,22,17,3,20,14,24,16,13,22,13,19,9,28,0,42,52,0,41,5,12,6,33,10,56,26,28,17,4,34,0,11,24,14,12,15,36,26,44,13,43,26,27,2,76,12,37,11951.91015625
2011-06-12,0,22,0.92,5,1,7.366666666666666,10,16,6,50,19,18,32,0,4,13,41,23,26,11,31,35,36,32,19,14,6,10,1,8,16,35,4,39,1200,28,28,1,25,14,6,61,2,11,15,54,13,16,34,12,20,7,25,22,15,2,20,13,27,17,13,21,15,28,8,28,0,44,51,0,44,5,13,8,31,12,52,28,27,21,5,35,0,14,23,14,14,20,42,25,46,16,43,28,28,3,74,13,40,11951.91015625
2011-06-13,0,45,2.05,11,2,7.4,17,17,9,40,26,16,50,1,10,17,57,20,27,11,32,28,42,32,30,17,7,11,1,6,22,39,5,52,1400,54,26,2,34,18,5,56,4,10,34,50,16,30,32,21,21,8,26,31,23,3,20,14,38,15,19,22,13,28,11,24,0,40,33,0,35,8,24,9,34,12,52,23,24,20,7,55,1,14,27,22,12,23,31,22,44,30,36,35,24,4,65,19,39,11952.9697265625
2011-06-14,0,43,0.96,10,2,7.433333333333334,17,17,9,44,27,25,50,1,10,18,60,18,30,8,33,32,41,31,36,18,7,11,1,8,21,37,3,51,1400,54,28,2,34,20,6,56,5,12,34,54,12,32,31,24,21,10,28,35,22,3,20,14,38,16,18,22,13,31,8,25,0,40,32,0,42,10,24,13,34,13,48,24,23,18,6,55,1,17,28,22,12,24,31,27,44,32,37,22,24,4,64,20,36,12076.1103515625
2011-06-15,0,38,0.88,9,2,7.466666666666668,17,17,9,44,31,23,50,1,9,17,60,21,28,6,33,31,41,34,32,17,7,17,3,8,21,38,4,44,1400,53,28,2,37,17,6,56,5,14,35,55,16,28,32,24,21,10,27,35,19,3,20,14,38,17,18,21,12,31,8,27,0,39,31,0,45,7,23,11,35,12,47,23,24,20,5,56,1,17,26,21,12,21,32,19,43,31,36,32,24,4,65,20,36,11897.26953125
2011-06-16,0,39,1.03,9,2,7.5,17,17,9,45,26,17,51,1,10,17,57,25,30,6,34,28,41,33,33,16,9,12,2,8,24,36,4,44,1400,53,26,2,34,20,6,56,7,11,33,55,14,30,31,22,20,11,27,36,21,3,19,15,37,15,20,21,12,28,8,23,0,39,31,0,37,8,23,12,32,12,47,24,22,18,6,53,1,15,25,27,12,25,32,24,43,27,35,22,24,4,62,17,34,11961.51953125
2011-06-17,0,29,0.74,7,2,7.533333333333332,16,16,9,53,27,16,44,1,8,14,60,22,24,5,33,25,38,28,33,13,8,10,2,7,19,37,4,37,1400,50,28,2,37,21,7,59,7,9,34,50,11,28,32,21,19,10,26,35,18,3,20,14,33,14,17,20,12,26,7,26,0,40,39,0,40,7,20,11,35,12,51,24,23,21,5,49,1,10,23,23,12,20,31,22,42,28,38,28,25,3,65,17,39,12004.3603515625
2011-06-18,0,24,0.83,6,1,7.566666666666666,13,16,8,60,15,14,33,0,4,12,47,24,24,3,33,33,34,28,19,13,8,7,1,4,16,33,4,36,1500,35,30,1,30,17,6,63,2,10,18,55,13,19,33,16,18,11,26,27,18,2,20,13,22,17,13,21,13,20,11,30,0,42,50,0,47,6,12,8,34,11,52,28,27,16,4,35,1,16,22,13,13,17,36,22,43,11,43,20,31,2,75,12,40,12004.3603515625
2011-06-19,0,21,0.88,5,1,7.6,12,16,7,59,22,17,33,0,4,12,41,22,25,11,33,33,30,24,17,13,7,8,1,5,15,32,3,39,1300,28,28,1,24,15,11,61,2,11,14,56,11,12,35,12,18,9,27,25,17,3,20,13,23,20,15,20,13,23,8,24,0,44,50,0,51,5,11,10,25,11,52,28,31,18,5,32,1,14,23,15,14,20,37,32,43,14,44,17,28,3,69,17,40,12004.3603515625
2011-06-20,0,30,1.43,7,2,7.633333333333333,16,15,9,38,30,21,50,1,9,17,60,25,28,11,33,28,38,31,31,16,10,10,1,5,21,36,5,44,1300,54,27,2,33,16,6,72,4,8,32,53,16,27,30,28,21,7,26,33,18,3,20,12,35,16,17,20,11,26,8,28,0,39,33,0,40,8,23,11,31,12,45,23,22,21,5,53,0,16,26,24,13,23,31,27,43,28,32,27,24,4,61,23,32,12080.3798828125
2011-06-21,0,37,1.23,9,2,7.666666666666668,16,17,9,42,35,20,51,1,9,14,57,20,30,8,32,28,41,31,33,19,9,10,2,4,25,35,5,48,1400,52,27,2,34,18,6,68,6,12,32,54,16,28,30,22,21,8,30,37,21,3,20,13,36,14,18,21,11,24,7,23,0,39,32,0,45,8,24,9,34,12,50,22,25,24,4,52,1,14,23,24,13,22,32,33,43,28,32,36,25,4,62,25,34,12190.009765625
2011-06-22,0,37,1.0,9,2,7.7,18,17,10,44,27,20,50,1,9,16,57,22,28,6,32,40,40,28,34,14,9,11,2,4,23,37,5,48,1400,53,28,2,34,17,6,64,5,11,30,54,12,34,31,26,21,7,28,35,19,3,20,13,34,17,18,21,11,26,8,26,0,39,32,0,44,8,23,12,32,13,49,22,22,20,5,52,1,13,26,23,12,23,33,26,44,25,34,26,25,4,62,18,33,12109.669921875
2011-06-23,0,42,1.14,10,2,7.7333333333333325,17,16,10,43,27,18,47,1,8,16,56,21,28,6,32,32,38,33,34,21,9,10,2,6,23,38,4,43,1300,50,28,2,35,17,6,60,6,13,33,52,16,28,31,22,20,8,25,35,18,3,19,13,36,20,18,25,11,27,8,24,0,38,33,0,42,8,22,12,34,12,48,23,22,20,5,49,0,23,26,22,12,23,34,22,42,32,34,32,24,4,64,21,32,12050.0
2011-06-24,0,35,0.83,8,2,7.7666666666666675,15,16,10,49,23,16,46,1,7,13,59,22,27,5,33,27,38,28,28,16,11,9,1,6,16,40,5,41,1500,50,28,2,37,15,6,60,5,10,32,49,11,30,32,25,19,7,27,33,16,3,19,14,33,16,16,23,10,23,8,26,0,37,41,0,41,7,21,9,33,10,47,23,23,17,4,47,0,19,25,18,13,20,33,28,41,25,37,28,26,3,64,14,35,11934.580078125
2011-06-25,0,23,0.66,5,1,7.8,13,18,7,56,22,14,30,0,4,11,50,24,25,3,31,34,35,24,18,14,35,7,1,4,14,36,5,37,1300,35,28,1,28,13,6,65,3,9,18,54,12,17,33,13,19,8,25,25,13,3,20,13,23,23,13,23,12,18,7,28,0,42,52,0,49,6,13,6,31,10,51,26,28,17,4,31,0,11,35,16,14,15,36,21,43,10,41,26,30,3,72,10,38,11934.580078125
2011-06-26,0,20,0.87,5,1,7.833333333333332,12,17,7,52,22,17,36,0,4,12,41,24,22,12,31,36,36,27,21,13,13,9,1,4,14,32,9,39,1200,28,28,1,26,16,6,64,2,9,16,55,13,13,34,13,19,7,26,22,16,3,21,13,21,30,13,22,12,22,11,28,0,44,52,0,49,5,12,7,30,12,49,28,32,20,4,32,1,13,31,16,15,20,40,28,46,13,42,23,32,3,69,10,38,11934.580078125
2011-06-27,0,28,1.4,7,1,7.866666666666667,18,17,9,41,30,20,50,1,9,15,60,22,26,11,33,31,38,27,34,15,11,10,1,5,24,38,12,46,1300,56,27,2,35,18,6,61,6,8,32,53,13,28,32,22,21,7,25,28,15,3,21,13,36,14,17,22,11,30,9,30,0,39,34,0,41,7,24,8,34,12,44,22,23,22,5,53,1,16,31,23,13,19,34,34,45,24,36,32,25,4,57,18,35,12043.5595703125
2011-06-28,0,38,1.36,9,2,7.9,21,16,10,41,31,18,52,1,9,13,57,20,30,7,33,26,40,34,35,17,9,11,1,5,21,38,7,47,1300,56,28,2,34,18,6,57,5,13,33,56,17,28,30,22,21,8,30,33,19,3,21,14,37,14,18,22,10,25,7,26,0,40,34,0,41,9,23,10,31,12,45,23,23,23,6,52,1,15,28,28,13,20,35,28,43,25,34,23,24,4,60,19,32,12188.6904296875
2011-06-29,0,34,0.89,8,2,7.933333333333334,21,16,10,43,28,17,47,1,9,16,56,25,28,6,32,28,41,28,32,19,8,10,1,7,22,36,5,47,1400,56,28,2,35,16,6,59,7,11,34,56,13,30,30,22,20,7,28,38,18,3,21,14,36,14,16,21,10,28,9,25,0,40,37,0,42,8,23,9,32,12,47,24,21,19,6,50,1,15,28,26,13,21,33,27,43,32,34,25,24,4,60,16,32,12261.419921875
2011-06-30,0,39,1.15,9,2,7.966666666666668,22,16,10,43,27,18,44,1,9,15,62,22,27,5,33,28,40,31,34,19,7,11,2,5,22,35,5,43,1400,51,28,2,39,15,6,59,6,11,34,57,12,32,31,23,19,6,27,38,18,3,21,13,34,13,17,21,10,24,8,28,0,39,35,0,35,9,22,10,28,12,44,23,23,19,5,48,1,13,31,21,13,22,34,28,42,25,33,28,26,4,61,17,31,12414.33984375
2011-07-01,0,11,0.28,11,2,8.0,16,16,11,43,22,15,38,1,8,12,68,27,28,5,35,19,35,25,27,15,6,11,1,6,19,35,6,45,1500,56,33,2,42,20,8,62,13,13,36,55,14,34,33,28,22,7,27,33,16,4,18,15,36,13,15,20,9,22,9,28,0,37,45,0,47,6,21,7,28,8,47,27,26,13,5,44,1,12,24,27,11,15,40,41,50,32,36,18,32,4,61,9,35,12582.76953125
2011-07-02,0,5,0.45,5,1,8.483870967741936,12,15,8,51,16,14,30,0,3,11,50,28,25,3,35,21,28,27,19,10,6,10,1,12,15,31,5,43,1400,41,32,1,31,18,7,65,4,11,18,57,10,24,36,13,20,7,25,25,13,3,19,15,23,13,10,20,10,16,10,37,0,41,57,0,43,4,12,4,23,8,45,28,30,12,5,31,1,13,28,24,13,12,45,32,54,21,42,21,33,3,74,5,41,12582.76953125
2011-07-03,0,5,1.0,5,1,8.967741935483874,11,16,8,50,18,13,30,0,3,10,40,22,27,11,32,27,27,28,16,12,6,8,1,6,13,30,6,43,1200,31,30,1,26,17,7,59,3,10,15,56,12,15,35,11,19,7,28,23,13,3,19,15,24,13,11,20,11,18,9,25,1,41,61,0,50,5,11,6,25,8,49,31,36,15,3,28,1,12,31,16,13,15,43,16,54,11,41,23,31,4,72,7,41,12582.76953125
2011-07-04,0,6,1.2,6,1,9.451612903225808,11,15,8,42,16,11,30,0,4,11,42,19,28,7,34,24,28,28,18,9,7,9,1,6,16,28,15,41,1300,33,30,1,27,19,9,57,5,11,18,56,12,16,33,12,21,7,28,25,15,5,19,14,26,13,12,19,12,19,9,31,0,42,53,0,43,5,12,5,23,8,50,30,38,15,5,28,1,14,51,20,13,12,42,28,56,18,41,19,32,4,70,6,44,12582.76953125
2011-07-05,0,8,1.33,8,2,9.935483870967742,16,15,12,35,21,19,50,1,8,13,65,22,30,10,34,18,31,28,32,13,7,12,1,8,20,35,8,48,1500,63,28,2,38,19,7,60,12,12,37,53,14,32,32,27,23,7,26,32,15,4,18,15,43,13,15,19,10,19,8,33,0,35,36,0,42,7,25,8,28,8,46,24,28,14,4,49,1,13,25,28,12,18,35,24,52,44,33,27,28,6,57,10,36,12569.8701171875
2011-07-06,0,8,1.0,8,2,10.419354838709678,18,16,11,38,26,16,49,1,9,15,64,27,31,7,35,19,38,34,37,12,7,15,1,8,24,41,5,51,1400,65,32,2,38,21,7,59,10,13,38,60,14,35,33,24,23,8,28,35,17,3,18,15,40,13,17,19,9,19,9,34,0,36,35,0,42,8,25,7,30,9,49,25,31,13,6,49,1,12,19,33,12,21,39,28,53,43,34,24,26,5,57,11,38,12626.01953125
2011-07-07,0,9,1.12,9,2,10.903225806451614,18,16,12,43,25,15,50,1,9,14,63,23,31,6,35,19,35,35,36,12,7,14,2,7,25,38,9,51,1300,61,30,2,38,22,7,60,9,13,38,56,17,37,33,28,23,7,30,36,18,3,17,14,44,14,16,20,9,22,9,32,1,37,36,0,39,8,25,8,30,8,45,25,28,15,5,47,1,14,19,36,12,22,41,31,52,41,35,23,30,5,61,11,39,12719.490234375
2011-07-08,0,9,1.0,9,2,11.387096774193544,16,16,11,46,21,17,47,1,9,16,65,24,26,6,33,18,35,31,32,13,6,13,2,8,21,37,7,49,1300,56,32,2,36,16,7,59,10,15,35,56,16,32,33,28,22,7,26,34,14,3,16,15,41,14,16,19,9,22,10,28,1,36,43,0,47,8,22,8,28,8,46,25,27,13,6,46,1,13,17,27,12,16,39,30,51,32,37,19,30,5,61,10,38,12657.2001953125
2011-07-09,0,6,0.67,6,1,11.870967741935484,13,15,10,52,18,13,34,0,4,13,50,19,24,3,36,24,31,28,18,10,6,11,0,8,17,32,11,43,1300,41,30,1,30,17,7,63,4,10,20,61,10,20,36,20,21,7,26,24,14,3,17,14,26,14,14,20,10,21,12,35,1,38,54,0,49,5,13,6,28,8,45,28,33,13,5,32,1,11,18,23,14,18,45,30,52,19,43,20,31,3,74,6,44,12657.2001953125
2011-07-10,0,4,0.67,4,1,12.35483870967742,16,17,9,47,20,15,36,0,4,13,43,21,25,12,35,24,32,31,21,19,7,12,1,6,17,34,9,48,1200,35,34,1,25,17,7,64,6,11,16,56,12,17,36,16,22,8,28,23,14,3,18,15,28,14,12,19,11,23,12,33,1,41,56,0,41,6,14,6,27,8,44,28,33,14,6,32,1,17,16,26,17,20,47,27,55,16,44,19,33,4,69,7,42,12657.2001953125
2011-07-11,0,10,2.5,10,2,12.838709677419354,26,15,12,40,22,16,50,1,10,16,60,21,28,11,35,23,36,33,37,15,7,14,1,8,24,39,11,55,1300,64,31,2,36,24,7,60,11,15,36,56,16,32,34,32,24,9,28,34,17,3,18,15,42,13,16,19,8,26,10,31,1,39,38,0,53,6,26,11,31,9,43,25,27,13,6,51,1,15,19,25,13,19,38,28,59,36,35,27,30,5,57,11,37,12505.759765625
2011-07-12,0,10,1.0,10,2,13.32258064516129,28,17,11,43,26,19,49,1,10,15,59,24,28,7,35,19,36,36,34,13,6,16,1,9,23,36,8,56,1400,60,30,2,35,20,7,60,12,13,38,57,13,37,33,27,24,7,28,41,18,3,18,16,45,13,15,18,9,23,9,28,0,36,36,0,37,7,26,10,31,9,42,25,27,14,5,50,1,16,17,28,12,24,36,34,59,38,34,25,28,5,56,12,41,12446.8798828125
2011-07-13,0,9,0.9,9,2,13.806451612903226,31,16,13,42,22,16,47,1,9,15,60,28,31,6,34,19,39,36,34,12,7,15,1,11,22,35,8,52,1200,61,30,2,33,22,7,59,12,11,36,55,14,38,33,26,23,7,28,38,17,3,16,15,44,14,17,19,9,23,9,34,0,37,36,0,41,7,24,12,33,9,45,24,25,13,6,49,1,16,19,28,17,24,40,37,52,43,36,23,26,5,56,11,37,12491.6103515625
2011-07-14,0,9,1.0,9,2,14.290322580645164,37,16,12,44,26,16,52,1,10,16,59,25,31,5,37,20,38,33,35,11,7,16,1,8,21,36,7,56,1400,60,31,2,35,23,7,59,13,12,38,56,15,36,33,35,23,7,25,41,16,3,16,16,44,14,16,19,9,23,10,25,0,35,40,0,45,6,24,14,32,9,44,24,26,13,7,46,1,14,18,25,13,20,39,27,50,41,35,21,28,4,60,10,38,12437.1201171875
2011-07-15,0,8,0.89,8,2,14.774193548387096,30,15,12,45,21,15,46,1,9,12,65,23,28,5,36,18,37,30,30,12,6,13,1,6,22,36,8,47,1300,59,30,2,42,22,7,60,11,13,38,54,14,32,33,32,22,7,24,36,15,3,16,14,40,14,14,19,8,21,11,28,0,37,51,0,47,7,22,15,31,8,45,25,27,13,6,47,0,17,18,30,12,21,38,37,51,35,37,24,28,5,57,9,39,12479.73046875
2011-07-16,0,5,0.62,5,1,15.258064516129036,22,15,10,53,16,16,34,0,5,13,51,30,27,3,36,22,31,27,20,11,6,10,0,6,15,34,7,46,1400,43,33,1,30,17,7,67,6,11,20,62,11,23,35,21,20,6,26,25,13,3,17,15,27,14,13,19,9,20,10,32,0,40,61,0,56,4,13,9,30,8,51,28,33,15,6,31,1,13,16,24,14,14,45,26,49,21,41,17,32,3,68,5,41,12479.73046875
2011-07-17,0,5,1.0,5,1,15.741935483870964,22,16,9,47,17,13,32,0,5,11,43,24,25,11,39,21,31,27,20,11,6,9,1,11,15,31,6,48,1500,36,31,1,27,18,7,60,3,9,16,62,11,16,36,16,21,7,25,23,16,3,18,16,33,14,14,19,10,20,10,26,0,41,57,0,56,5,13,11,28,8,49,30,35,14,6,30,1,12,17,21,27,15,45,23,53,19,38,20,31,4,66,6,46,12479.73046875
2011-07-18,0,9,1.8,9,2,16.225806451612904,27,15,12,40,21,19,50,1,10,15,63,22,31,10,49,19,37,36,36,11,7,14,1,9,22,35,11,53,1600,65,30,2,35,22,6,62,10,13,38,57,12,35,33,31,23,7,28,34,18,3,18,18,43,15,18,20,9,23,9,31,0,39,42,0,45,8,26,21,30,10,45,26,30,13,5,51,1,15,17,30,13,20,37,28,55,39,35,21,28,6,60,11,39,12385.16015625
2011-07-19,0,10,1.11,10,2,16.70967741935484,28,16,13,41,25,17,51,1,10,15,61,20,31,7,38,20,36,33,37,14,7,15,1,6,23,36,10,57,1500,62,31,2,34,22,7,59,15,16,38,62,15,35,33,30,24,8,28,37,18,3,17,16,44,15,16,19,9,22,8,33,1,36,38,0,38,7,25,27,30,9,46,26,28,13,6,49,1,14,19,27,11,25,43,26,53,47,34,25,26,5,56,10,38,12587.419921875
2011-07-20,0,9,0.9,9,2,17.193548387096776,28,17,14,42,28,16,49,1,9,15,61,25,31,6,36,20,39,33,38,15,7,12,1,9,27,39,6,54,1500,63,31,2,34,24,7,60,16,13,39,64,13,34,34,28,23,8,28,37,15,3,18,16,44,15,17,19,9,23,8,30,0,38,37,0,35,7,26,21,28,9,46,25,26,14,5,48,1,16,17,27,11,20,42,35,51,41,33,28,27,5,60,13,36,12571.91015625
2011-07-21,0,10,1.11,10,2,17.677419354838708,30,17,13,43,27,16,48,1,9,17,59,21,28,5,33,18,36,33,36,14,7,15,2,8,24,36,8,50,1500,60,28,2,38,23,7,60,14,15,40,57,17,36,33,28,22,7,28,37,17,3,18,16,44,14,17,19,9,23,9,31,0,38,38,0,46,7,24,17,30,10,46,26,28,15,6,47,1,17,18,32,11,19,40,36,52,36,34,24,27,5,60,11,36,12724.41015625
2011-07-22,0,8,0.8,8,2,18.161290322580648,28,16,12,48,23,13,48,1,9,15,60,22,28,5,35,22,36,31,31,13,6,12,2,11,22,34,6,48,1400,56,34,2,37,22,8,61,14,11,36,59,13,36,34,28,20,8,26,38,15,3,18,15,38,14,16,18,9,22,9,30,0,37,46,0,44,6,22,13,28,8,44,26,27,13,5,48,1,18,16,31,11,19,40,22,51,42,36,21,30,4,63,9,36,12681.16015625
2011-07-23,0,6,0.75,6,1,18.645161290322573,31,15,9,51,17,13,30,0,4,11,50,22,24,3,34,17,28,28,20,11,6,10,1,8,15,30,6,44,1300,41,30,1,30,20,7,63,4,11,20,57,12,20,36,17,20,7,26,30,13,3,18,16,26,13,13,17,10,18,10,30,0,38,56,0,47,4,12,7,26,7,48,28,33,11,6,32,1,12,16,22,11,14,45,24,51,20,39,23,32,3,66,5,38,12681.16015625
2011-07-24,0,9,1.5,9,2,19.12903225806452,33,15,9,47,19,16,35,0,4,10,41,36,25,11,35,22,28,30,22,11,8,9,0,9,17,28,9,46,1200,36,28,2,25,21,7,62,6,8,17,57,15,14,37,12,20,9,25,27,14,3,18,16,34,13,14,18,11,19,11,34,0,40,59,0,45,5,14,6,25,8,44,31,35,13,7,32,1,15,15,23,13,18,48,28,54,23,37,25,33,5,64,7,39,12681.16015625
2011-07-25,0,15,1.67,15,3,19.61290322580645,44,15,12,38,27,17,52,1,9,15,62,37,30,10,35,20,35,32,36,13,9,15,1,12,25,37,9,51,1300,65,30,3,35,26,6,61,12,13,40,62,16,32,34,31,23,7,27,40,19,3,17,16,41,15,18,19,9,24,9,32,0,37,40,0,50,8,26,16,28,9,40,26,27,13,6,48,1,16,16,34,11,18,39,31,54,35,34,22,30,6,56,11,37,12592.7998046875
2011-07-26,0,11,0.73,11,2,20.096774193548384,67,16,13,39,27,13,55,1,10,13,60,26,31,7,36,18,37,31,35,14,8,16,1,10,25,35,8,59,1500,71,30,2,36,35,7,59,11,15,39,62,20,34,37,33,23,8,28,45,18,3,16,17,45,15,17,18,9,27,10,30,0,38,36,0,44,7,25,19,28,9,40,26,28,14,7,47,1,14,18,33,11,21,40,32,51,39,31,22,28,6,57,11,41,12501.2998046875
2011-07-27,0,12,1.09,12,3,20.580645161290324,57,16,13,42,25,18,53,1,9,14,59,24,32,6,36,21,37,35,41,14,7,14,1,10,24,37,8,53,1500,68,33,2,35,28,8,59,19,17,39,59,19,37,34,26,22,7,25,44,15,3,16,16,45,15,17,18,9,24,9,31,0,38,36,0,39,7,25,15,30,8,45,25,27,13,7,46,1,16,18,27,11,19,42,35,51,45,33,20,28,6,59,10,40,12302.5498046875
2011-07-28,0,14,1.17,14,3,21.064516129032253,61,16,13,42,24,15,47,1,9,15,62,27,31,5,35,22,37,33,32,12,6,13,1,8,24,36,7,50,1400,63,28,3,35,33,7,57,13,13,40,60,15,40,34,32,22,7,28,40,18,3,16,16,41,14,16,18,9,22,9,27,0,37,36,0,44,6,24,16,28,9,44,25,27,14,6,46,1,17,16,30,11,22,38,30,51,45,31,23,27,5,55,11,36,12240.1103515625
2011-07-29,0,14,1.0,14,3,21.548387096774192,79,16,12,46,26,17,43,1,9,14,65,23,28,5,37,19,35,30,33,14,6,14,1,8,21,34,6,47,1500,60,30,3,40,34,7,60,12,12,38,57,15,35,36,25,20,7,25,42,13,3,16,16,36,15,14,18,8,22,10,27,0,35,43,0,44,7,22,10,31,8,46,26,28,11,7,47,1,14,17,25,11,15,41,28,49,43,34,20,28,4,57,8,41,12143.240234375
2011-07-30,0,7,0.5,7,2,22.032258064516128,69,15,9,52,16,17,35,0,5,12,52,27,28,3,37,20,31,26,19,11,5,11,1,6,15,33,6,44,1500,43,30,2,30,27,7,64,5,6,20,61,17,25,36,20,19,7,25,32,16,3,17,16,27,14,13,19,10,22,11,30,0,40,56,0,53,4,13,5,28,8,44,28,35,14,6,36,1,11,17,19,12,14,43,26,52,21,41,24,31,4,67,6,38,12143.240234375
2011-07-31,0,6,0.86,6,1,22.516129032258068,66,15,9,50,18,14,36,0,4,14,45,26,27,11,36,24,31,30,18,11,7,11,1,82,18,28,6,46,1200,38,30,1,26,32,7,62,6,9,18,64,12,17,36,15,20,6,26,34,17,3,17,20,26,14,14,18,10,21,11,19,0,40,54,0,42,6,13,6,27,8,49,30,33,13,7,34,0,13,16,21,12,18,49,18,54,24,37,19,32,5,62,6,40,12143.240234375
2011-08-01,0,16,2.67,16,4,23.0,100,15,12,38,21,17,55,1,10,15,65,28,28,11,38,24,34,33,37,12,7,13,1,100,23,36,12,48,1500,68,30,3,40,33,7,60,15,15,43,61,19,35,34,30,22,7,28,37,16,3,17,17,39,14,16,19,9,25,10,32,0,38,36,0,45,7,26,11,30,8,40,26,28,12,6,51,1,19,18,31,11,19,39,22,53,38,31,23,28,6,59,12,36,12132.490234375
2011-08-02,0,15,0.94,15,3,22.612903225806452,90,15,15,41,25,18,52,1,10,17,63,26,32,8,37,20,35,30,36,15,7,14,1,78,22,39,8,51,1500,65,30,3,36,27,7,57,14,13,40,59,20,38,34,32,22,9,30,37,17,3,17,17,42,16,17,18,9,24,11,31,0,37,36,0,42,7,26,10,30,9,40,26,27,12,7,50,1,18,17,32,10,19,41,35,52,46,31,24,28,6,55,11,39,11866.6201171875
2011-08-03,0,18,1.2,18,4,22.225806451612907,46,16,15,41,27,17,50,1,9,16,60,26,28,6,38,21,35,35,33,14,6,13,1,68,23,37,6,51,1400,65,31,3,36,23,7,57,15,11,43,60,17,37,34,28,22,8,28,35,16,3,16,16,40,16,17,20,9,28,10,28,0,38,35,0,44,7,25,12,32,9,44,26,25,13,6,49,1,15,18,35,11,21,42,32,52,46,31,22,28,6,57,11,36,11896.4404296875
2011-08-04,0,47,2.61,47,11,21.838709677419356,32,16,22,41,26,19,50,3,8,18,60,27,30,6,36,20,37,32,36,15,6,13,1,52,22,35,7,50,1300,63,32,10,36,26,7,56,22,10,53,60,16,38,33,35,21,7,27,35,16,3,16,15,41,17,17,20,9,30,9,33,0,36,35,1,43,8,24,12,30,9,40,26,27,14,6,48,1,16,19,37,11,21,41,27,49,39,31,24,27,6,55,9,40,11383.6796875
2011-08-05,0,68,1.45,68,15,21.451612903225808,26,16,23,46,23,15,47,4,8,15,63,37,27,6,37,17,35,31,33,13,6,13,2,54,19,35,7,51,1300,60,30,13,39,22,7,57,28,13,55,60,16,36,33,33,20,7,26,33,15,3,16,16,39,16,15,20,8,28,10,26,1,37,41,1,42,6,22,10,33,9,44,25,26,11,7,46,1,11,17,33,11,16,41,27,50,44,33,16,30,5,57,8,38,11444.6103515625
2011-08-06,0,20,0.29,20,5,21.064516129032253,38,15,15,53,17,20,35,1,4,13,61,30,28,3,36,27,30,28,21,12,6,14,1,56,17,31,5,46,1300,43,32,4,32,23,7,63,10,9,25,62,16,24,35,21,18,7,25,27,14,3,15,14,28,16,13,20,10,31,12,28,0,39,56,0,54,5,13,6,30,8,46,30,32,11,6,30,1,12,15,24,12,12,47,24,51,18,37,15,32,4,65,6,39,11444.6103515625
2011-08-07,0,25,1.25,25,6,20.677419354838708,23,16,13,48,18,15,37,0,4,14,47,51,26,11,34,21,28,25,22,13,6,13,1,45,18,31,10,50,1300,38,30,4,27,23,7,60,5,10,22,60,18,18,37,16,20,7,23,23,14,3,16,15,31,16,13,19,11,26,11,34,0,41,56,0,53,5,13,6,27,8,46,31,31,14,5,32,1,16,15,25,12,16,45,37,55,17,37,21,30,5,64,6,40,11444.6103515625
2011-08-08,0,100,4.0,100,23,20.29032258064516,33,16,36,38,27,17,54,6,8,18,65,56,31,10,44,23,33,34,37,14,7,17,1,44,21,37,10,53,1500,68,30,19,35,28,7,70,37,11,68,64,24,37,33,37,22,7,26,31,14,3,16,16,44,22,16,21,8,36,9,25,0,37,38,2,54,7,26,10,32,9,41,27,28,15,7,46,1,13,17,46,11,21,40,33,52,37,32,25,27,6,55,9,37,10809.849609375
2011-08-09,0,82,0.82,82,19,19.90322580645161,27,16,33,40,31,19,48,5,8,20,63,43,30,7,41,20,37,36,35,14,6,18,1,40,25,33,6,51,1400,65,28,15,34,26,7,62,33,16,64,62,24,54,31,41,21,8,30,31,16,3,15,16,41,21,18,21,8,33,9,34,0,38,36,1,44,7,25,11,30,9,41,26,26,11,7,48,1,13,17,59,11,21,42,34,51,39,31,22,27,6,55,10,36,11239.76953125
2011-08-10,0,53,0.65,53,12,19.516129032258068,21,17,26,41,30,19,48,5,8,19,60,32,28,6,39,20,36,28,33,14,6,16,1,51,22,35,8,49,1400,65,30,10,35,26,7,56,24,13,55,62,23,45,31,32,20,8,25,34,14,3,15,15,45,20,18,20,9,28,9,25,0,37,36,1,45,9,24,12,31,8,43,25,27,12,8,46,1,13,17,50,11,21,42,36,51,43,31,28,27,6,53,10,35,10719.9404296875
