date,start,unadjusted,pct_change,adjusted,normalised,monthly,debt,color,stocks,restaurant,portfolio,inflation,housing,dow_jones,revenue,economics,credit,markets,return,unemployment,money,religion,cancer,growth,investment,hedge,marriage,bonds,derivatives,headlines,profit,society,leverage,loss,cash,office,fine,stock_market,banking,crisis,happy,car,nasdaq,gains,finance,sell,invest,fed,house,metals,travel,returns,gain,default,present,holiday,water,rich,risk,gold,success,oil,war,economy,chance,lifestyle,greed,food,movie,nyse,ore,opportunity,health,earnings,arts,culture,bubble,buy,trader,tourism,politics,energy,consume,consumption,freedom,dividend,world,conflict,kitchen,forex,home,transaction,garden,fond,train,labor,fun,environment,ring,close
2005-04-18,0,82,1.52,16,4,8.866666666666667,0.14,0.13,0.12,0.41,0.29,0.45,0.47,0.0,0.21,0.27,0.46,0.45,0.19,0.07,0.23,0.55,0.56,0.58,0.47,0.24,0.1,0.09,0.03,0.11,0.32,0.74,0.01,0.43,0.08,0.46,0.29,0.06,0.12,0.33,0.03,0.53,0.06,0.34,0.24,0.43,0.09,0.16,0.29,0.18,0.4,0.12,0.31,0.36,0.68,0.04,0.14,0.12,0.59,0.09,0.21,0.21,0.32,0.33,0.04,0.37,0.01,0.34,0.24,0.0,0.12,0.19,0.26,0.09,0.43,0.25,0.32,0.14,0.36,0.45,0.13,0.49,0.38,0.19,0.32,0.08,0.16,0.4,0.32,0.16,0.45,0.44,0.37,0.27,0.22,0.06,0.46,0.3,0.39,10071.25
2005-04-19,0,87,1.06,17,4,8.8,0.14,0.14,0.13,0.44,0.28,0.57,0.48,0.0,0.23,0.23,0.43,0.34,0.18,0.06,0.25,0.65,0.5,0.56,0.48,0.21,0.08,0.11,0.02,0.1,0.3,0.72,0.01,0.47,0.06,0.47,0.28,0.07,0.09,0.3,0.03,0.53,0.08,0.27,0.25,0.46,0.13,0.18,0.28,0.27,0.38,0.11,0.23,0.36,0.8,0.04,0.14,0.13,0.53,0.09,0.26,0.2,0.33,0.36,0.04,0.42,0.01,0.39,0.22,0.0,0.25,0.13,0.25,0.09,0.38,0.25,0.27,0.13,0.33,0.4,0.12,0.5,0.28,0.21,0.31,0.22,0.18,0.41,0.29,0.09,0.42,0.48,0.36,0.22,0.17,0.06,0.47,0.24,0.35,10127.41015625
2005-04-20,0,71,0.82,14,3,8.733333333333334,0.14,0.15,0.09,0.45,0.23,0.62,0.5,0.0,0.17,0.21,0.45,0.36,0.18,0.05,0.24,0.64,0.61,0.56,0.53,0.23,0.08,0.09,0.02,0.04,0.26,0.76,0.02,0.44,0.08,0.48,0.3,0.06,0.11,0.31,0.03,0.5,0.04,0.36,0.27,0.45,0.11,0.17,0.28,0.16,0.37,0.12,0.26,0.43,0.67,0.04,0.14,0.11,0.66,0.1,0.23,0.18,0.34,0.31,0.04,0.42,0.01,0.47,0.22,0.0,0.25,0.13,0.27,0.13,0.45,0.2,0.35,0.13,0.31,0.44,0.11,0.54,0.28,0.17,0.31,0.24,0.15,0.38,0.23,0.1,0.4,0.62,0.35,0.49,0.15,0.05,0.45,0.23,0.35,10012.3603515625
2005-04-21,0,63,0.89,12,3,8.666666666666666,0.13,0.16,0.11,0.44,0.29,0.41,0.42,0.0,0.17,0.23,0.43,0.45,0.17,0.05,0.23,0.53,0.61,0.53,0.53,0.18,0.1,0.09,0.02,0.05,0.28,0.78,0.02,0.41,0.08,0.45,0.32,0.06,0.11,0.31,0.04,0.53,0.05,0.29,0.27,0.41,0.09,0.22,0.27,0.34,0.37,0.11,0.25,0.3,0.77,0.04,0.14,0.12,0.54,0.1,0.22,0.21,0.33,0.31,0.03,0.29,0.01,0.39,0.24,0.01,0.25,0.1,0.24,0.08,0.45,0.25,0.37,0.13,0.31,0.36,0.09,0.46,0.26,0.2,0.32,0.22,0.14,0.37,0.29,0.04,0.4,0.43,0.31,0.52,0.21,0.06,0.49,0.2,0.36,10218.599609375
2005-04-22,0,84,1.33,16,4,8.6,0.11,0.14,0.11,0.53,0.2,0.34,0.44,0.0,0.17,0.19,0.42,0.36,0.13,0.04,0.23,0.52,0.55,0.55,0.38,0.31,0.08,0.09,0.03,0.03,0.21,0.68,0.02,0.41,0.08,0.44,0.3,0.06,0.12,0.28,0.03,0.51,0.1,0.26,0.25,0.45,0.12,0.2,0.27,0.33,0.35,0.2,0.23,0.32,0.76,0.05,0.12,0.12,0.48,0.1,0.23,0.18,0.3,0.3,0.03,0.27,0.01,0.37,0.3,0.0,0.17,0.14,0.21,0.06,0.46,0.17,0.32,0.14,0.27,0.4,0.08,0.51,0.31,0.22,0.3,0.21,0.14,0.34,0.27,0.03,0.41,0.36,0.38,0.1,0.2,0.05,0.51,0.18,0.31,10157.7099609375
2005-04-23,0,48,0.57,9,2,8.533333333333333,0.1,0.12,0.11,0.55,0.29,0.38,0.37,0.0,0.11,0.16,0.37,0.53,0.12,0.03,0.23,0.35,0.38,0.38,0.33,0.28,0.07,0.11,0.01,0.06,0.13,0.56,0.0,0.35,0.08,0.33,0.27,0.04,0.07,0.26,0.04,0.59,0.05,0.46,0.18,0.57,0.15,0.14,0.31,0.21,0.35,0.25,0.21,0.23,0.43,0.03,0.12,0.12,0.37,0.11,0.23,0.16,0.26,0.13,0.06,0.27,0.0,0.35,0.42,0.0,0.13,0.09,0.15,0.02,0.44,0.15,0.31,0.17,0.31,0.37,0.1,0.36,0.01,0.28,0.27,0.16,0.13,0.24,0.34,0.07,0.45,0.45,0.42,0.3,0.23,0.03,0.53,0.19,0.44,10157.7099609375
2005-04-24,0,40,0.83,8,2,8.466666666666667,0.09,0.14,0.08,0.42,0.18,0.53,0.39,0.0,0.1,0.21,0.32,0.34,0.15,0.05,0.26,0.55,0.44,0.33,0.29,0.21,0.09,0.08,0.01,0.05,0.14,0.66,0.02,0.36,0.07,0.33,0.29,0.03,0.07,0.35,0.03,0.52,0.03,0.22,0.17,0.54,0.17,0.1,0.3,0.09,0.37,0.23,0.26,0.26,0.68,0.04,0.13,0.14,0.44,0.12,0.21,0.17,0.32,0.43,0.05,0.35,0.0,0.33,0.39,0.0,0.38,0.1,0.16,0.06,0.44,0.19,0.31,0.17,0.36,0.39,0.09,0.39,0.31,0.22,0.39,0.13,0.16,0.33,0.47,0.03,0.46,0.44,0.38,0.29,0.24,0.03,0.62,0.23,0.43,10157.7099609375
2005-04-25,0,62,1.55,12,3,8.4,0.15,0.15,0.11,0.43,0.24,0.51,0.57,0.0,0.17,0.25,0.46,0.37,0.18,0.07,0.23,0.48,0.59,0.47,0.54,0.21,0.1,0.09,0.02,0.08,0.24,0.72,0.01,0.48,0.08,0.48,0.34,0.04,0.13,0.43,0.03,0.53,0.07,0.4,0.24,0.5,0.22,0.18,0.31,0.16,0.39,0.21,0.19,0.34,0.74,0.05,0.14,0.11,0.48,0.09,0.23,0.19,0.35,0.36,0.05,0.39,0.01,0.38,0.24,0.0,0.18,0.1,0.24,0.09,0.47,0.24,0.34,0.15,0.33,0.49,0.1,0.59,0.18,0.23,0.33,0.19,0.15,0.29,0.33,0.07,0.45,0.5,0.34,0.17,0.24,0.05,0.41,0.24,0.37,10242.4697265625
2005-04-26,0,78,1.26,15,3,8.333333333333334,0.11,0.13,0.13,0.41,0.2,0.67,0.47,0.0,0.17,0.29,0.45,0.33,0.16,0.06,0.26,0.64,0.62,0.5,0.52,0.22,0.1,0.11,0.02,0.08,0.29,0.83,0.01,0.41,0.08,0.46,0.27,0.05,0.15,0.38,0.04,0.51,0.07,0.36,0.22,0.42,0.13,0.16,0.27,0.27,0.36,0.19,0.28,0.33,0.68,0.04,0.14,0.13,0.53,0.1,0.23,0.19,0.37,0.43,0.05,0.22,0.0,0.37,0.24,0.0,0.25,0.13,0.25,0.1,0.43,0.21,0.31,0.13,0.29,0.49,0.1,0.49,0.42,0.19,0.36,0.11,0.15,0.47,0.28,0.07,0.43,0.65,0.31,0.26,0.19,0.05,0.49,0.25,0.35,10151.1298828125
2005-04-27,0,66,0.85,13,3,8.266666666666666,0.14,0.15,0.11,0.45,0.29,0.38,0.41,0.0,0.19,0.24,0.43,0.44,0.14,0.06,0.26,0.49,0.61,0.56,0.52,0.25,0.09,0.09,0.01,0.11,0.23,0.78,0.01,0.44,0.08,0.47,0.27,0.06,0.11,0.44,0.03,0.51,0.1,0.32,0.27,0.34,0.11,0.15,0.28,0.31,0.39,0.23,0.18,0.35,0.83,0.04,0.14,0.14,0.66,0.09,0.25,0.22,0.36,0.34,0.05,0.25,0.01,0.35,0.23,0.0,0.18,0.15,0.26,0.1,0.43,0.28,0.28,0.14,0.31,0.41,0.1,0.51,0.36,0.22,0.39,0.28,0.15,0.41,0.3,0.06,0.41,0.5,0.32,0.39,0.21,0.06,0.45,0.26,0.35,10198.7998046875
2005-04-28,0,66,1.0,13,3,8.2,0.11,0.15,0.13,0.47,0.26,0.51,0.47,0.0,0.18,0.21,0.44,0.41,0.15,0.05,0.28,0.58,0.54,0.51,0.53,0.24,0.08,0.11,0.02,0.07,0.3,0.66,0.01,0.38,0.08,0.47,0.26,0.04,0.12,0.32,0.04,0.52,0.07,0.28,0.26,0.45,0.06,0.18,0.29,0.32,0.37,0.17,0.18,0.34,0.74,0.04,0.13,0.13,0.5,0.08,0.25,0.18,0.36,0.41,0.05,0.44,0.0,0.34,0.23,0.0,0.22,0.11,0.26,0.07,0.42,0.25,0.33,0.13,0.32,0.47,0.11,0.54,0.18,0.22,0.35,0.09,0.15,0.41,0.24,0.04,0.39,0.53,0.32,0.26,0.18,0.05,0.49,0.23,0.36,10070.3701171875
2005-04-29,0,67,1.02,13,3,8.133333333333333,0.11,0.15,0.1,0.53,0.24,0.57,0.41,0.0,0.17,0.16,0.45,0.5,0.17,0.04,0.24,0.56,0.58,0.46,0.43,0.23,0.07,0.12,0.02,0.07,0.28,0.74,0.01,0.39,0.08,0.42,0.28,0.04,0.12,0.33,0.04,0.49,0.07,0.29,0.24,0.45,0.12,0.23,0.28,0.26,0.35,0.15,0.17,0.36,0.65,0.04,0.13,0.14,0.41,0.1,0.19,0.18,0.33,0.34,0.06,0.18,0.0,0.32,0.31,0.0,0.08,0.11,0.23,0.08,0.42,0.19,0.36,0.14,0.26,0.49,0.09,0.57,0.49,0.23,0.31,0.17,0.15,0.29,0.3,0.02,0.38,0.59,0.34,0.14,0.2,0.05,0.54,0.23,0.38,10192.509765625
2005-04-30,0,30,0.45,6,1,8.066666666666666,0.09,0.15,0.12,0.59,0.22,0.37,0.34,0.0,0.08,0.19,0.39,0.4,0.14,0.03,0.25,0.35,0.45,0.38,0.41,0.16,0.08,0.1,0.01,0.04,0.23,0.7,0.02,0.38,0.09,0.37,0.31,0.02,0.1,0.18,0.04,0.57,0.03,0.41,0.18,0.47,0.11,0.12,0.3,0.15,0.35,0.14,0.16,0.23,0.67,0.04,0.12,0.15,0.41,0.11,0.14,0.15,0.26,0.21,0.07,0.2,0.01,0.32,0.42,0.0,0.38,0.1,0.15,0.04,0.41,0.15,0.28,0.19,0.33,0.28,0.09,0.35,0.3,0.27,0.3,0.08,0.15,0.28,0.42,0.05,0.45,0.26,0.44,0.36,0.22,0.03,0.57,0.18,0.45,10192.509765625
2005-05-01,0,55,1.83,11,2,8.0,0.1,0.15,0.09,0.48,0.18,0.29,0.37,0.0,0.09,0.16,0.36,0.17,0.15,0.04,0.25,0.54,0.48,0.45,0.31,0.2,0.08,0.1,0.02,0.07,0.24,0.66,0.01,0.35,0.08,0.34,0.32,0.04,0.1,0.31,0.04,0.55,0.03,0.34,0.13,0.45,0.15,0.09,0.34,0.14,0.33,0.13,0.22,0.24,0.51,0.04,0.13,0.13,0.38,0.11,0.29,0.17,0.32,0.33,0.04,0.28,0.01,0.33,0.4,0.0,0.38,0.1,0.17,0.02,0.46,0.2,0.33,0.17,0.37,0.4,0.09,0.34,0.01,0.19,0.26,0.18,0.16,0.31,0.42,0.08,0.46,0.22,0.42,0.36,0.26,0.04,0.54,0.15,0.48,10192.509765625
2005-05-02,0,67,1.22,13,3,8.0,0.14,0.16,0.13,0.47,0.23,0.51,0.43,0.0,0.16,0.23,0.45,0.45,0.16,0.07,0.22,0.65,0.56,0.55,0.48,0.22,0.1,0.13,0.01,0.12,0.29,0.76,0.02,0.47,0.08,0.48,0.33,0.06,0.12,0.32,0.03,0.51,0.06,0.29,0.24,0.45,0.18,0.19,0.29,0.31,0.38,0.17,0.24,0.38,0.87,0.05,0.14,0.12,0.59,0.11,0.3,0.19,0.37,0.33,0.06,0.28,0.01,0.35,0.24,0.0,0.29,0.16,0.27,0.05,0.48,0.19,0.28,0.15,0.28,0.48,0.08,0.52,0.35,0.26,0.37,0.21,0.15,0.3,0.33,0.07,0.45,0.49,0.34,0.38,0.2,0.06,0.43,0.22,0.38,10251.7001953125
2005-05-03,0,67,1.0,13,3,8.0,0.13,0.14,0.11,0.48,0.27,0.47,0.47,0.0,0.17,0.22,0.45,0.41,0.16,0.06,0.28,0.55,0.58,0.53,0.49,0.27,0.09,0.13,0.02,0.07,0.15,0.75,0.01,0.45,0.09,0.51,0.31,0.06,0.12,0.35,0.03,0.52,0.03,0.21,0.25,0.42,0.17,0.21,0.28,0.3,0.39,0.19,0.18,0.44,0.85,0.04,0.13,0.13,0.52,0.1,0.23,0.21,0.37,0.38,0.05,0.34,0.01,0.37,0.23,0.0,0.19,0.12,0.26,0.05,0.39,0.23,0.34,0.14,0.33,0.42,0.11,0.54,0.17,0.26,0.38,0.17,0.16,0.46,0.34,0.06,0.42,0.7,0.34,0.25,0.2,0.05,0.47,0.26,0.36,10256.9501953125
2005-05-04,0,53,0.79,10,2,8.0,0.12,0.14,0.09,0.53,0.2,0.54,0.45,0.0,0.16,0.19,0.44,0.43,0.16,0.04,0.25,0.58,0.62,0.53,0.5,0.23,0.08,0.15,0.02,0.06,0.28,0.73,0.01,0.44,0.08,0.49,0.29,0.04,0.11,0.41,0.03,0.51,0.06,0.31,0.26,0.49,0.11,0.16,0.29,0.26,0.35,0.17,0.23,0.45,0.6,0.05,0.13,0.12,0.48,0.09,0.28,0.2,0.35,0.39,0.04,0.31,0.0,0.34,0.23,0.0,0.44,0.18,0.24,0.07,0.44,0.21,0.32,0.13,0.34,0.46,0.1,0.45,0.18,0.23,0.36,0.12,0.15,0.42,0.29,0.05,0.39,0.74,0.34,0.51,0.2,0.06,0.47,0.29,0.35,10384.6396484375
2005-05-05,0,48,0.91,9,2,8.0,0.11,0.16,0.11,0.52,0.23,0.4,0.45,0.0,0.13,0.19,0.44,0.35,0.17,0.06,0.25,0.59,0.54,0.45,0.42,0.23,0.07,0.13,0.01,0.08,0.21,0.77,0.01,0.39,0.1,0.45,0.3,0.04,0.13,0.36,0.04,0.49,0.07,0.31,0.25,0.53,0.12,0.16,0.26,0.28,0.36,0.16,0.23,0.42,0.74,0.04,0.13,0.12,0.48,0.11,0.23,0.2,0.37,0.35,0.04,0.48,0.01,0.35,0.24,0.0,0.18,0.14,0.24,0.07,0.46,0.25,0.32,0.15,0.27,0.41,0.1,0.47,0.18,0.27,0.36,0.25,0.15,0.34,0.25,0.11,0.41,0.65,0.33,0.17,0.17,0.06,0.45,0.24,0.38,10340.3798828125
2005-05-06,0,49,1.02,10,2,8.0,0.13,0.13,0.1,0.63,0.23,0.32,0.38,0.0,0.14,0.19,0.42,0.47,0.15,0.05,0.24,0.37,0.55,0.32,0.48,0.21,0.09,0.14,0.02,0.1,0.21,0.67,0.01,0.37,0.08,0.46,0.31,0.06,0.11,0.31,0.04,0.51,0.05,0.31,0.25,0.48,0.12,0.19,0.31,0.21,0.35,0.12,0.16,0.35,0.67,0.04,0.12,0.16,0.54,0.1,0.22,0.18,0.34,0.31,0.06,0.25,0.01,0.35,0.31,0.0,0.22,0.12,0.22,0.07,0.42,0.2,0.32,0.14,0.37,0.44,0.12,0.46,0.33,0.26,0.3,0.24,0.15,0.33,0.27,0.09,0.39,0.69,0.34,0.28,0.22,0.05,0.56,0.23,0.39,10345.400390625
2005-05-07,0,31,0.63,6,1,8.0,0.06,0.14,0.08,0.68,0.19,0.32,0.31,0.0,0.07,0.16,0.38,0.27,0.15,0.04,0.23,0.31,0.41,0.31,0.3,0.09,0.06,0.1,0.02,0.05,0.13,0.57,0.01,0.36,0.08,0.32,0.28,0.01,0.07,0.25,0.04,0.54,0.02,0.21,0.14,0.41,0.13,0.12,0.35,0.08,0.32,0.18,0.19,0.22,0.51,0.04,0.12,0.15,0.39,0.11,0.16,0.17,0.27,0.28,0.02,0.25,0.01,0.28,0.4,0.0,0.28,0.08,0.15,0.04,0.46,0.15,0.35,0.18,0.37,0.3,0.06,0.28,0.33,0.21,0.28,0.14,0.15,0.22,0.36,0.13,0.46,0.51,0.42,0.24,0.22,0.03,0.55,0.12,0.41,10345.400390625
2005-05-08,0,38,1.23,7,2,8.0,0.11,0.16,0.1,0.61,0.2,0.34,0.34,0.0,0.06,0.15,0.31,0.34,0.14,0.04,0.21,0.45,0.45,0.4,0.26,0.21,0.08,0.11,0.02,0.07,0.12,0.65,0.01,0.35,0.08,0.31,0.31,0.04,0.09,0.3,0.06,0.55,0.03,0.18,0.15,0.54,0.24,0.06,0.33,0.12,0.34,0.13,0.29,0.23,0.89,0.04,0.14,0.1,0.37,0.11,0.19,0.2,0.35,0.27,0.04,0.27,0.01,0.33,0.4,0.0,0.34,0.13,0.14,0.02,0.36,0.14,0.37,0.18,0.31,0.4,0.08,0.31,0.33,0.22,0.25,0.09,0.15,0.37,0.39,0.11,0.48,0.14,0.51,0.4,0.22,0.04,0.49,0.13,0.41,10345.400390625
2005-05-09,0,68,1.79,13,3,8.0,0.13,0.14,0.1,0.44,0.27,0.44,0.47,0.0,0.18,0.2,0.45,0.37,0.16,0.07,0.24,0.57,0.55,0.43,0.49,0.22,0.09,0.13,0.02,0.07,0.31,0.79,0.02,0.42,0.07,0.5,0.28,0.04,0.11,0.39,0.03,0.56,0.06,0.35,0.23,0.44,0.14,0.16,0.29,0.28,0.42,0.15,0.2,0.45,0.65,0.05,0.14,0.14,0.58,0.11,0.25,0.18,0.37,0.32,0.04,0.32,0.01,0.35,0.27,0.0,0.22,0.14,0.25,0.06,0.46,0.27,0.3,0.14,0.33,0.46,0.11,0.6,0.27,0.21,0.36,0.22,0.16,0.3,0.3,0.07,0.46,0.62,0.36,0.3,0.2,0.05,0.46,0.3,0.37,10384.33984375
2005-05-10,0,52,0.76,10,2,8.0,0.13,0.14,0.13,0.43,0.28,0.53,0.47,0.0,0.14,0.19,0.43,0.36,0.18,0.06,0.24,0.44,0.61,0.42,0.55,0.42,0.11,0.11,0.03,0.09,0.29,0.73,0.01,0.49,0.07,0.47,0.28,0.05,0.12,0.31,0.03,0.55,0.06,0.36,0.24,0.56,0.14,0.18,0.28,0.28,0.38,0.18,0.22,0.33,0.74,0.04,0.14,0.11,0.55,0.09,0.22,0.18,0.38,0.32,0.05,0.3,0.01,0.36,0.24,0.0,0.25,0.13,0.24,0.06,0.37,0.24,0.34,0.14,0.31,0.44,0.12,0.53,0.18,0.24,0.37,0.14,0.15,0.31,0.29,0.1,0.42,0.54,0.31,0.3,0.18,0.06,0.47,0.23,0.35,10281.1103515625
2005-05-11,0,74,1.42,14,3,8.0,0.13,0.15,0.11,0.42,0.23,0.45,0.41,0.0,0.16,0.22,0.43,0.37,0.16,0.05,0.28,0.45,0.61,0.35,0.47,0.33,0.08,0.12,0.02,0.07,0.29,0.75,0.02,0.49,0.07,0.45,0.28,0.05,0.14,0.35,0.03,0.51,0.06,0.38,0.24,0.41,0.17,0.16,0.3,0.33,0.42,0.13,0.25,0.3,0.49,0.04,0.14,0.15,0.59,0.09,0.26,0.18,0.37,0.33,0.05,0.23,0.01,0.34,0.25,0.0,0.18,0.12,0.24,0.05,0.4,0.21,0.39,0.14,0.29,0.52,0.1,0.49,0.18,0.21,0.3,0.14,0.15,0.33,0.25,0.04,0.41,0.55,0.33,0.39,0.2,0.05,0.48,0.22,0.36,10300.25
2005-05-12,0,65,0.88,13,3,8.0,0.12,0.14,0.13,0.45,0.16,0.57,0.44,0.0,0.13,0.24,0.43,0.44,0.14,0.05,0.28,0.5,0.58,0.45,0.38,0.26,0.08,0.11,0.02,0.08,0.26,0.74,0.01,0.41,0.09,0.45,0.29,0.04,0.1,0.3,0.03,0.52,0.06,0.32,0.26,0.48,0.13,0.14,0.27,0.25,0.36,0.14,0.25,0.37,0.6,0.04,0.13,0.12,0.5,0.11,0.21,0.18,0.37,0.33,0.03,0.26,0.0,0.37,0.25,0.0,0.18,0.11,0.25,0.06,0.43,0.21,0.42,0.15,0.33,0.44,0.09,0.45,0.27,0.26,0.3,0.18,0.15,0.35,0.23,0.09,0.42,0.48,0.33,0.44,0.19,0.06,0.55,0.26,0.38,10189.48046875
2005-05-13,0,69,1.06,13,3,8.0,0.11,0.14,0.1,0.52,0.18,0.49,0.44,0.0,0.12,0.19,0.46,0.4,0.16,0.04,0.22,0.34,0.55,0.51,0.41,0.24,0.08,0.1,0.02,0.09,0.15,0.64,0.01,0.43,0.09,0.46,0.31,0.05,0.09,0.29,0.04,0.55,0.06,0.27,0.23,0.4,0.13,0.21,0.29,0.18,0.36,0.18,0.25,0.38,0.55,0.04,0.14,0.14,0.43,0.11,0.19,0.17,0.34,0.31,0.05,0.37,0.0,0.33,0.32,0.0,0.25,0.12,0.21,0.05,0.41,0.17,0.46,0.14,0.31,0.46,0.08,0.4,0.2,0.24,0.28,0.1,0.14,0.21,0.27,0.03,0.39,0.49,0.31,0.28,0.19,0.05,0.51,0.19,0.38,10140.1201171875
2005-05-14,0,25,0.36,5,1,8.0,0.1,0.14,0.11,0.52,0.17,0.45,0.33,0.0,0.09,0.11,0.39,0.18,0.11,0.04,0.23,0.28,0.4,0.46,0.27,0.27,0.08,0.09,0.01,0.06,0.16,0.59,0.01,0.37,0.07,0.32,0.41,0.03,0.09,0.18,0.03,0.59,0.05,0.3,0.17,0.54,0.1,0.11,0.3,0.1,0.36,0.12,0.16,0.3,0.33,0.04,0.11,0.13,0.34,0.1,0.2,0.19,0.26,0.27,0.05,0.21,0.01,0.31,0.42,0.0,0.22,0.07,0.14,0.03,0.38,0.12,0.38,0.17,0.4,0.41,0.06,0.33,0.48,0.14,0.26,0.17,0.14,0.26,0.35,0.11,0.45,0.23,0.4,0.46,0.23,0.04,0.49,0.12,0.44,10140.1201171875
2005-05-15,0,24,0.96,5,1,8.0,0.1,0.14,0.05,0.43,0.26,0.38,0.34,0.0,0.07,0.15,0.34,0.3,0.14,0.04,0.24,0.49,0.5,0.37,0.31,0.15,0.08,0.11,0.01,0.09,0.19,0.55,0.02,0.43,0.09,0.32,0.28,0.02,0.08,0.24,0.04,0.59,0.02,0.38,0.15,0.5,0.09,0.09,0.3,0.13,0.38,0.11,0.14,0.29,0.51,0.04,0.14,0.12,0.35,0.12,0.17,0.18,0.32,0.22,0.05,0.38,0.01,0.29,0.41,0.0,0.35,0.13,0.16,0.04,0.43,0.15,0.31,0.19,0.37,0.41,0.06,0.29,0.62,0.29,0.38,0.22,0.16,0.27,0.41,0.03,0.49,0.14,0.48,0.3,0.22,0.03,0.53,0.14,0.44,10140.1201171875
2005-05-16,0,67,2.79,13,3,8.0,0.12,0.14,0.1,0.42,0.2,0.16,0.49,0.0,0.18,0.21,0.45,0.45,0.2,0.07,0.27,0.55,0.59,0.54,0.48,0.26,0.12,0.12,0.02,0.07,0.26,0.72,0.01,0.46,0.09,0.48,0.25,0.05,0.11,0.28,0.03,0.52,0.06,0.37,0.23,0.49,0.13,0.15,0.29,0.18,0.42,0.13,0.29,0.34,0.57,0.04,0.14,0.12,0.62,0.1,0.21,0.2,0.35,0.3,0.04,0.53,0.01,0.36,0.27,0.0,0.28,0.14,0.25,0.05,0.41,0.23,0.3,0.15,0.27,0.49,0.09,0.51,0.18,0.3,0.3,0.19,0.15,0.2,0.28,0.08,0.45,0.76,0.34,0.35,0.19,0.05,0.47,0.21,0.34,10252.2900390625
2005-05-17,0,52,0.78,10,2,8.0,0.13,0.14,0.13,0.41,0.19,0.31,0.45,0.0,0.17,0.21,0.47,0.29,0.17,0.05,0.24,0.51,0.59,0.4,0.51,0.29,0.08,0.1,0.02,0.09,0.27,0.7,0.01,0.47,0.08,0.48,0.27,0.04,0.08,0.39,0.03,0.55,0.05,0.31,0.23,0.44,0.11,0.16,0.27,0.28,0.37,0.2,0.2,0.35,0.65,0.05,0.14,0.13,0.51,0.11,0.19,0.2,0.36,0.33,0.05,0.25,0.01,0.35,0.26,0.0,0.17,0.14,0.24,0.07,0.45,0.23,0.4,0.15,0.33,0.48,0.11,0.5,0.18,0.17,0.38,0.12,0.15,0.37,0.27,0.04,0.44,0.6,0.32,0.39,0.19,0.06,0.51,0.22,0.37,10331.8798828125
2005-05-18,0,70,1.35,14,3,8.0,0.14,0.14,0.11,0.45,0.22,0.4,0.45,0.0,0.14,0.14,0.42,0.41,0.17,0.05,0.27,0.5,0.54,0.5,0.42,0.27,0.09,0.13,0.02,0.09,0.31,0.69,0.01,0.44,0.09,0.5,0.25,0.06,0.1,0.32,0.03,0.53,0.06,0.28,0.25,0.5,0.14,0.14,0.28,0.27,0.38,0.16,0.19,0.34,1.0,0.05,0.14,0.13,0.48,0.09,0.19,0.22,0.34,0.3,0.05,0.35,0.01,0.33,0.3,0.0,0.2,0.14,0.23,0.05,0.4,0.18,0.29,0.14,0.25,0.48,0.09,0.5,0.3,0.18,0.4,0.16,0.15,0.25,0.3,0.02,0.42,0.47,0.33,0.17,0.21,0.05,0.51,0.23,0.36,10464.4501953125
2005-05-19,0,54,0.77,10,2,8.0,0.12,0.15,0.13,0.44,0.2,0.37,0.4,0.0,0.18,0.19,0.45,0.29,0.2,0.04,0.22,0.51,0.55,0.37,0.44,0.35,0.09,0.12,0.01,0.09,0.3,0.74,0.01,0.41,0.08,0.47,0.24,0.05,0.09,0.21,0.03,0.51,0.05,0.15,0.23,0.46,0.1,0.16,0.27,0.26,0.38,0.11,0.27,0.52,0.5,0.04,0.14,0.14,0.42,0.1,0.2,0.2,0.34,0.27,0.04,0.35,0.0,0.33,0.33,0.0,0.33,0.12,0.22,0.04,0.4,0.18,0.38,0.14,0.31,0.5,0.09,0.42,0.44,0.22,0.41,0.13,0.15,0.26,0.26,0.09,0.39,0.43,0.33,0.27,0.21,0.05,0.53,0.26,0.32,10493.1904296875
2005-05-20,0,50,0.93,10,2,8.0,0.11,0.14,0.1,0.51,0.2,0.42,0.41,0.0,0.15,0.18,0.44,0.4,0.2,0.05,0.25,0.44,0.51,0.4,0.47,0.27,0.07,0.09,0.03,0.05,0.19,0.67,0.0,0.35,0.07,0.5,0.3,0.05,0.08,0.33,0.04,0.54,0.06,0.2,0.28,0.46,0.18,0.15,0.28,0.23,0.39,0.14,0.25,0.38,0.7,0.05,0.14,0.12,0.35,0.09,0.23,0.18,0.33,0.25,0.04,0.26,0.01,0.31,0.37,0.0,0.19,0.14,0.21,0.09,0.45,0.16,0.45,0.14,0.35,0.42,0.07,0.45,0.2,0.21,0.35,0.1,0.15,0.17,0.29,0.1,0.4,0.55,0.35,0.24,0.2,0.05,0.55,0.2,0.32,10471.91015625
