Date,Adjusted
2004-01-04,0.8
2004-01-11,0.83
2004-01-18,0.79
2004-01-25,0.82
2004-02-01,0.73
2004-02-08,0.93
2004-02-15,0.87
2004-02-22,0.88
2004-02-29,0.85
2004-03-07,0.78
2004-03-14,0.87
2004-03-21,0.87
2004-03-28,0.85
2004-04-04,0.88
2004-04-11,0.78
2004-04-18,0.85
2004-04-25,0.88
2004-05-02,0.86
2004-05-09,0.88
2004-05-16,0.99
2004-05-23,0.98
2004-05-30,0.88
2004-06-06,0.85
2004-06-13,0.9
2004-06-20,0.94
2004-06-27,0.96
2004-07-04,1.0
2004-07-11,0.97
2004-07-18,0.94
2004-07-25,0.82
2004-08-01,0.89
2004-08-08,0.87
2004-08-15,0.76
2004-08-22,0.76
2004-08-29,0.76
2004-09-05,0.73
2004-09-12,0.65
2004-09-19,0.67
2004-09-26,0.7
2004-10-03,0.72
2004-10-10,0.63
2004-10-17,0.63
2004-10-24,0.58
2004-10-31,0.55
2004-11-07,0.64
2004-11-14,0.58
2004-11-21,0.56
2004-11-28,0.56
2004-12-05,0.56
2004-12-12,0.49
2004-12-19,0.47
2004-12-26,0.6
2005-01-02,0.65
2005-01-09,0.7
2005-01-16,0.67
2005-01-23,0.63
2005-01-30,0.61
2005-02-06,0.72
2005-02-13,0.74
2005-02-20,0.67
2005-02-27,0.68
2005-03-06,0.76
2005-03-13,0.77
2005-03-20,0.8
2005-03-27,0.71
2005-04-03,0.67
2005-04-10,0.71
2005-04-17,0.71
2005-04-24,0.77
2005-05-01,0.7
2005-05-08,0.77
2005-05-15,0.75
2005-05-22,0.8
2005-05-29,0.71
2005-06-05,0.75
2005-06-12,0.78
2005-06-19,0.8
2005-06-26,0.77
2005-07-03,0.77
2005-07-10,0.76
2005-07-17,0.76
2005-07-24,0.7
2005-07-31,0.69
2005-08-07,0.68
2005-08-14,0.58
2005-08-21,0.58
2005-08-28,0.52
2005-09-04,0.51
2005-09-11,0.51
2005-09-18,0.51
2005-09-25,0.54
2005-10-02,0.51
2005-10-09,0.52
2005-10-16,0.53
2005-10-23,0.5
2005-10-30,0.5
2005-11-06,0.52
2005-11-13,0.46
2005-11-20,0.43
2005-11-27,0.41
2005-12-04,0.43
2005-12-11,0.41
2005-12-18,0.4
2005-12-25,0.47
2006-01-01,0.53
2006-01-08,0.55
2006-01-15,0.55
2006-01-22,0.55
2006-01-29,0.54
2006-02-05,0.52
2006-02-12,0.54
2006-02-19,0.55
2006-02-26,0.62
2006-03-05,0.6
2006-03-12,0.57
2006-03-19,0.57
2006-03-26,0.58
2006-04-02,0.54
2006-04-09,0.59
2006-04-16,0.55
2006-04-23,0.58
2006-04-30,0.59
2006-05-07,0.61
2006-05-14,0.57
2006-05-21,0.61
2006-05-28,0.59
2006-06-04,0.6
2006-06-11,0.58
2006-06-18,0.61
2006-06-25,0.6
2006-07-02,0.6
2006-07-09,0.57
2006-07-16,0.57
2006-07-23,0.59
2006-07-30,0.54
2006-08-06,0.53
2006-08-13,0.5
2006-08-20,0.46
2006-08-27,0.47
2006-09-03,0.44
2006-09-10,0.41
2006-09-17,0.41
2006-09-24,0.45
2006-10-01,0.45
2006-10-08,0.43
2006-10-15,0.41
2006-10-22,0.38
2006-10-29,0.4
2006-11-05,0.41
2006-11-12,0.38
2006-11-19,0.37
2006-11-26,0.38
2006-12-03,0.35
2006-12-10,0.34
2006-12-17,0.33
2006-12-24,0.39
2006-12-31,0.42
2007-01-07,0.46
2007-01-14,0.45
2007-01-21,0.43
2007-01-28,0.41
2007-02-04,0.42
2007-02-11,0.43
2007-02-18,0.45
2007-02-25,0.47
2007-03-04,0.49
2007-03-11,0.5
2007-03-18,0.5
2007-03-25,0.48
2007-04-01,0.43
2007-04-08,0.45
2007-04-15,0.47
2007-04-22,0.47
2007-04-29,0.49
2007-05-06,0.51
2007-05-13,0.53
2007-05-20,0.55
2007-05-27,0.51
2007-06-03,0.49
2007-06-10,0.5
2007-06-17,0.51
2007-06-24,0.55
2007-07-01,0.54
2007-07-08,0.52
2007-07-15,0.49
2007-07-22,0.5
2007-07-29,0.49
2007-08-05,0.47
2007-08-12,0.41
2007-08-19,0.42
2007-08-26,0.42
2007-09-02,0.39
2007-09-09,0.38
2007-09-16,0.38
2007-09-23,0.38
2007-09-30,0.38
2007-10-07,0.38
2007-10-14,0.35
2007-10-21,0.33
2007-10-28,0.34
2007-11-04,0.33
2007-11-11,0.31
2007-11-18,0.28
2007-11-25,0.32
2007-12-02,0.29
2007-12-09,0.29
2007-12-16,0.29
2007-12-23,0.3
2007-12-30,0.34
2008-01-06,0.38
2008-01-13,0.39
2008-01-20,0.37
2008-01-27,0.37
2008-02-03,0.37
2008-02-10,0.39
2008-02-17,0.4
2008-02-24,0.38
2008-03-02,0.4
2008-03-09,0.43
2008-03-16,0.41
2008-03-23,0.42
2008-03-30,0.42
2008-04-06,0.42
2008-04-13,0.41
2008-04-20,0.42
2008-04-27,0.42
2008-05-04,0.43
2008-05-11,0.41
2008-05-18,0.43
2008-05-25,0.4
2008-06-01,0.39
2008-06-08,0.4
2008-06-15,0.42
2008-06-22,0.41
2008-06-29,0.41
2008-07-06,0.42
2008-07-13,0.42
2008-07-20,0.39
2008-07-27,0.39
2008-08-03,0.41
2008-08-10,0.36
2008-08-17,0.33
2008-08-24,0.35
2008-08-31,0.31
2008-09-07,0.34
2008-09-14,0.32
2008-09-21,0.33
2008-09-28,0.3
2008-10-05,0.31
2008-10-12,0.31
2008-10-19,0.31
2008-10-26,0.27
2008-11-02,0.28
2008-11-09,0.28
2008-11-16,0.27
2008-11-23,0.24
2008-11-30,0.26
2008-12-07,0.23
2008-12-14,0.24
2008-12-21,0.22
2008-12-28,0.28
2009-01-04,0.32
2009-01-11,0.33
2009-01-18,0.31
2009-01-25,0.33
2009-02-01,0.32
2009-02-08,0.34
2009-02-15,0.33
2009-02-22,0.32
2009-03-01,0.35
2009-03-08,0.34
2009-03-15,0.38
2009-03-22,0.35
2009-03-29,0.35
2009-04-05,0.36
2009-04-12,0.35
