Date,adjusted,unadjusted,monthly
2006-03-03,3,66,10.0
2006-03-04,2,47,10.0
2006-03-05,2,38,10.0
2006-03-06,3,59,10.0
2006-03-07,2,54,10.0
2006-03-08,3,56,10.0
2006-03-09,3,59,10.0
2006-03-10,2,62,10.0
2006-03-11,1,32,10.0
2006-03-12,1,28,10.0
2006-03-13,2,57,10.0
2006-03-14,2,57,10.0
2006-03-15,3,58,10.0
2006-03-16,2,53,10.0
2006-03-17,3,60,10.0
2006-03-18,1,50,10.0
2006-03-19,2,43,10.0
2006-03-20,2,59,10.0
2006-03-21,2,55,10.0
2006-03-22,3,65,10.0
2006-03-23,3,62,10.0
2006-03-24,2,61,10.0
2006-03-25,1,29,10.0
2006-03-26,1,28,10.0
2006-03-27,2,60,10.0
2006-03-28,3,57,10.0
2006-03-29,3,68,10.0
2006-03-30,3,63,10.0
2006-03-31,2,61,10.0
2006-04-01,2,41,10.0
2006-04-02,2,48,10.0
2006-04-03,2,55,10.0
2006-04-04,3,61,10.0
2006-04-05,3,65,10.0
2006-04-06,3,64,10.0
2006-04-07,3,76,10.0
2006-04-08,2,44,10.0
2006-04-09,1,48,10.0
2006-04-10,3,72,10.0
2006-04-11,3,62,10.0
2006-04-12,2,62,10.0
2006-04-13,3,65,10.0
2006-04-14,3,45,10.0
2006-04-15,1,33,10.0
2006-04-16,2,44,10.0
2006-04-17,3,56,10.0
2006-04-18,4,74,10.0
2006-04-19,3,60,10.0
2006-04-20,2,57,10.0
2006-04-21,3,63,10.0
2006-04-22,2,37,10.0
2006-04-23,2,30,10.0
2006-04-24,2,68,10.0
2006-04-25,3,64,10.0
2006-04-26,2,56,10.0
2006-04-27,3,77,10.0
2006-04-28,3,52,10.0
2006-04-29,1,33,10.0
2006-04-30,1,48,10.0
2006-05-01,2,55,10.0
2006-05-02,2,46,9.96774193548387
2006-05-03,3,56,9.935483870967742
2006-05-04,3,65,9.903225806451612
2006-05-05,3,53,9.870967741935484
2006-05-06,2,41,9.838709677419354
2006-05-07,2,46,9.806451612903226
2006-05-08,3,63,9.774193548387096
2006-05-09,3,63,9.741935483870968
2006-05-10,3,61,9.709677419354838
2006-05-11,3,57,9.67741935483871
2006-05-12,3,62,9.64516129032258
2006-05-13,2,44,9.612903225806452
2006-05-14,2,43,9.580645161290322
2006-05-15,3,53,9.548387096774194
2006-05-16,2,56,9.516129032258064
2006-05-17,3,66,9.483870967741936
2006-05-18,3,70,9.451612903225806
2006-05-19,3,75,9.419354838709678
2006-05-20,2,50,9.387096774193548
2006-05-21,1,37,9.35483870967742
2006-05-22,3,91,9.32258064516129
2006-05-23,4,100,9.290322580645162
2006-05-24,2,71,9.258064516129032
2006-05-25,3,62,9.225806451612904
2006-05-26,2,39,9.193548387096774
2006-05-27,2,28,9.161290322580646
2006-05-28,2,36,9.129032258064516
2006-05-29,2,40,9.096774193548388
2006-05-30,2,58,9.064516129032258
2006-05-31,3,50,9.032258064516128
2006-06-01,2,66,9.0
2006-06-02,2,41,8.966666666666667
2006-06-03,2,32,8.933333333333334
2006-06-04,2,34,8.9
2006-06-05,2,47,8.866666666666667
2006-06-06,3,58,8.833333333333334
2006-06-07,2,69,8.8
2006-06-08,3,65,8.766666666666667
2006-06-09,2,61,8.733333333333333
2006-06-10,1,29,8.7
2006-06-11,2,43,8.666666666666666
2006-06-12,2,45,8.633333333333333
2006-06-13,4,70,8.6
2006-06-14,3,60,8.566666666666666
2006-06-15,3,52,8.533333333333333
2006-06-16,2,52,8.5
2006-06-17,2,31,8.466666666666667
2006-06-18,1,43,8.433333333333334
2006-06-19,2,42,8.4
2006-06-20,2,52,8.366666666666667
2006-06-21,2,37,8.333333333333334
2006-06-22,2,34,8.3
2006-06-23,1,34,8.266666666666667
2006-06-24,1,30,8.233333333333334
2006-06-25,1,36,8.2
2006-06-26,2,34,8.166666666666666
2006-06-27,2,44,8.133333333333333
2006-06-28,2,57,8.1
2006-06-29,2,39,8.066666666666666
2006-06-30,2,52,8.033333333333333
2006-07-01,1,33,8.0
2006-07-02,1,29,7.935483870967742
2006-07-03,2,69,7.870967741935484
2006-07-04,2,34,7.806451612903226
2006-07-05,2,42,7.741935483870968
2006-07-06,2,42,7.67741935483871
2006-07-07,2,47,7.612903225806452
2006-07-08,1,30,7.548387096774194
2006-07-09,1,17,7.483870967741936
2006-07-10,1,42,7.419354838709678
2006-07-11,1,32,7.354838709677419
2006-07-12,2,48,7.290322580645161
2006-07-13,2,48,7.225806451612903
2006-07-14,2,65,7.161290322580645
2006-07-15,2,48,7.096774193548387
2006-07-16,1,37,7.032258064516129
2006-07-17,2,41,6.967741935483871
2006-07-18,2,37,6.903225806451613
2006-07-19,2,54,6.838709677419355
2006-07-20,2,50,6.774193548387097
2006-07-21,1,58,6.709677419354839
2006-07-22,1,37,6.645161290322581
2006-07-23,1,24,6.580645161290322
2006-07-24,2,49,6.516129032258064
2006-07-25,2,48,6.451612903225806
2006-07-26,2,55,6.387096774193548
2006-07-27,2,55,6.32258064516129
2006-07-28,1,43,6.258064516129032
2006-07-29,1,24,6.193548387096774
2006-07-30,1,18,6.129032258064516
2006-07-31,2,43,6.064516129032258
2006-08-01,1,45,6.0
2006-08-02,1,33,6.064516129032258
2006-08-03,1,41,6.129032258064516
2006-08-04,1,34,6.193548387096774
2006-08-05,1,21,6.258064516129032
2006-08-06,1,34,6.32258064516129
2006-08-07,2,39,6.387096774193548
2006-08-08,2,42,6.451612903225806
2006-08-09,2,38,6.516129032258064
2006-08-10,2,45,6.580645161290322
2006-08-11,1,32,6.645161290322581
2006-08-12,1,28,6.709677419354839
2006-08-13,1,15,6.774193548387097
2006-08-14,2,43,6.838709677419355
2006-08-15,2,44,6.903225806451613
2006-08-16,1,39,6.967741935483871
2006-08-17,1,36,7.032258064516129
2006-08-18,2,49,7.096774193548387
2006-08-19,1,33,7.161290322580645
2006-08-20,1,27,7.225806451612903
2006-08-21,1,40,7.290322580645161
2006-08-22,1,37,7.354838709677419
2006-08-23,2,30,7.419354838709678
2006-08-24,2,43,7.483870967741936
2006-08-25,1,33,7.548387096774194
2006-08-26,1,39,7.612903225806452
2006-08-27,1,23,7.67741935483871
2006-08-28,1,35,7.741935483870968
2006-08-29,1,33,7.806451612903226
2006-08-30,1,43,7.870967741935484
2006-08-31,2,54,7.935483870967742
2006-09-01,1,49,8.0
2006-09-02,1,32,8.066666666666666
2006-09-03,1,18,8.133333333333333
2006-09-04,1,32,8.2
2006-09-05,1,39,8.266666666666667
2006-09-06,2,55,8.333333333333334
2006-09-07,2,41,8.4
2006-09-08,2,47,8.466666666666667
2006-09-09,1,29,8.533333333333333
2006-09-10,1,29,8.6
2006-09-11,2,45,8.666666666666666
2006-09-12,2,35,8.733333333333333
2006-09-13,2,48,8.8
2006-09-14,2,45,8.866666666666667
2006-09-15,2,48,8.933333333333334
2006-09-16,1,21,9.0
2006-09-17,1,33,9.066666666666666
2006-09-18,2,33,9.133333333333333
2006-09-19,2,31,9.2
2006-09-20,2,46,9.266666666666666
2006-09-21,2,40,9.333333333333334
2006-09-22,2,62,9.4
2006-09-23,1,22,9.466666666666667
2006-09-24,1,23,9.533333333333333
2006-09-25,2,49,9.6
2006-09-26,2,65,9.666666666666666
2006-09-27,3,70,9.733333333333334
2006-09-28,2,55,9.8
2006-09-29,2,62,9.866666666666667
2006-09-30,1,25,9.933333333333334
2006-10-01,1,33,10.0
2006-10-02,2,47,10.0
2006-10-03,3,84,10.0
2006-10-04,2,66,10.0
2006-10-05,2,73,10.0
2006-10-06,3,94,10.0
2006-10-07,1,40,10.0
2006-10-08,2,41,10.0
2006-10-09,3,69,10.0
2006-10-10,2,54,10.0
2006-10-11,3,67,10.0
2006-10-12,2,57,10.0
2006-10-13,2,59,10.0
2006-10-14,2,44,10.0
2006-10-15,1,37,10.0
2006-10-16,2,64,10.0
2006-10-17,2,60,10.0
2006-10-18,2,68,10.0
2006-10-19,3,77,10.0
2006-10-20,2,51,10.0
2006-10-21,2,39,10.0
2006-10-22,2,38,10.0
2006-10-23,2,54,10.0
2006-10-24,2,66,10.0
2006-10-25,3,71,10.0
2006-10-26,2,61,10.0
2006-10-27,2,68,10.0
2006-10-28,1,30,10.0
2006-10-29,1,33,10.0
2006-10-30,2,49,10.0
2006-10-31,2,64,10.0
2006-11-01,2,56,10.0
2006-11-02,2,62,9.966666666666667
2006-11-03,2,59,9.933333333333334
2006-11-04,1,16,9.9
2006-11-05,1,22,9.866666666666667
2006-11-06,2,66,9.833333333333334
2006-11-07,2,52,9.8
2006-11-08,2,57,9.766666666666667
2006-11-09,2,74,9.733333333333333
2006-11-10,2,50,9.7
2006-11-11,1,30,9.666666666666666
2006-11-12,1,36,9.633333333333333
2006-11-13,2,55,9.6
2006-11-14,2,53,9.566666666666666
2006-11-15,2,70,9.533333333333333
2006-11-16,3,66,9.5
2006-11-17,2,58,9.466666666666667
2006-11-18,1,32,9.433333333333334
2006-11-19,2,50,9.4
2006-11-20,2,53,9.366666666666667
2006-11-21,3,61,9.333333333333334
2006-11-22,3,59,9.3
2006-11-23,2,44,9.266666666666667
2006-11-24,3,78,9.233333333333334
2006-11-25,1,42,9.2
2006-11-26,2,33,9.166666666666666
2006-11-27,2,58,9.133333333333333
2006-11-28,2,58,9.1
2006-11-29,2,62,9.066666666666666
2006-11-30,2,52,9.033333333333333
2006-12-01,2,49,9.0
2006-12-02,1,40,9.03225806451613
2006-12-03,1,46,9.064516129032258
2006-12-04,2,57,9.096774193548388
2006-12-05,2,47,9.129032258064516
2006-12-06,2,53,9.161290322580646
2006-12-07,2,61,9.193548387096774
2006-12-08,2,54,9.225806451612904
2006-12-09,1,28,9.258064516129032
2006-12-10,2,45,9.290322580645162
2006-12-11,2,35,9.32258064516129
2006-12-12,2,53,9.35483870967742
2006-12-13,2,56,9.387096774193548
2006-12-14,2,51,9.419354838709678
2006-12-15,1,48,9.451612903225806
2006-12-16,1,29,9.483870967741936
2006-12-17,1,34,9.516129032258064
2006-12-18,2,52,9.548387096774194
2006-12-19,2,54,9.580645161290322
2006-12-20,2,51,9.612903225806452
2006-12-21,2,57,9.64516129032258
2006-12-22,1,49,9.67741935483871
2006-12-23,1,31,9.709677419354838
2006-12-24,1,34,9.741935483870968
2006-12-25,1,43,9.774193548387096
2006-12-26,2,48,9.806451612903226
2006-12-27,3,60,9.838709677419354
2006-12-28,3,73,9.870967741935484
2006-12-29,3,100,9.903225806451612
2006-12-30,1,39,9.935483870967742
2006-12-31,1,35,9.967741935483872
2007-01-01,2,20,10.0
2007-01-02,4,25,10.096774193548388
2007-01-03,3,25,10.193548387096774
2007-01-04,3,20,10.290322580645162
2007-01-05,2,18,10.387096774193548
2007-01-06,2,16,10.483870967741936
2007-01-07,1,18,10.580645161290322
2007-01-08,3,19,10.67741935483871
2007-01-09,3,17,10.774193548387096
2007-01-10,3,21,10.870967741935484
2007-01-11,2,17,10.967741935483872
2007-01-12,3,21,11.064516129032258
2007-01-13,2,9,11.161290322580644
2007-01-14,2,12,11.258064516129032
2007-01-15,3,21,11.35483870967742
2007-01-16,2,22,11.451612903225806
2007-01-17,2,18,11.548387096774194
2007-01-18,2,21,11.64516129032258
2007-01-19,3,21,11.741935483870968
2007-01-20,1,9,11.838709677419354
2007-01-21,2,11,11.935483870967742
2007-01-22,2,19,12.032258064516128
2007-01-23,2,21,12.129032258064516
2007-01-24,2,15,12.225806451612904
2007-01-25,3,22,12.32258064516129
2007-01-26,2,20,12.419354838709678
2007-01-27,1,11,12.516129032258064
2007-01-28,1,11,12.612903225806452
2007-01-29,3,19,12.709677419354838
2007-01-30,2,18,12.806451612903226
2007-01-31,3,22,12.903225806451612
2007-02-01,3,18,13.0
2007-02-02,2,14,13.0
2007-02-03,2,16,13.0
2007-02-04,2,15,13.0
2007-02-05,3,21,13.0
2007-02-06,3,19,13.0
2007-02-07,2,15,13.0
2007-02-08,3,24,13.0
2007-02-09,3,18,13.0
2007-02-10,2,13,13.0
2007-02-11,2,11,13.0
2007-02-12,3,16,13.0
2007-02-13,2,17,13.0
2007-02-14,2,20,13.0
2007-02-15,3,18,13.0
2007-02-16,3,25,13.0
2007-02-17,1,9,13.0
2007-02-18,2,12,13.0
2007-02-19,2,21,13.0
2007-02-20,3,21,13.0
2007-02-21,3,22,13.0
2007-02-22,3,22,13.0
2007-02-23,3,15,13.0
2007-02-24,1,8,13.0
2007-02-25,2,13,13.0
2007-02-26,2,21,13.0
2007-02-27,9,58,13.0
2007-02-28,17,100,13.0
2007-03-01,7,46,13.0
2007-03-02,6,41,12.903225806451612
2007-03-03,3,20,12.806451612903226
2007-03-04,3,17,12.709677419354838
2007-03-05,6,37,12.612903225806452
2007-03-06,5,29,12.516129032258064
2007-03-07,5,38,12.419354838709678
2007-03-08,4,29,12.32258064516129
2007-03-09,3,19,12.225806451612904
2007-03-10,2,13,12.129032258064516
2007-03-11,2,11,12.032258064516128
2007-03-12,3,16,11.935483870967742
2007-03-13,3,22,11.838709677419356
2007-03-14,5,28,11.741935483870968
2007-03-15,3,26,11.64516129032258
2007-03-16,3,20,11.548387096774194
2007-03-17,2,10,11.451612903225806
2007-03-18,2,13,11.35483870967742
2007-03-19,3,25,11.258064516129032
2007-03-20,3,23,11.161290322580646
2007-03-21,3,19,11.064516129032258
2007-03-22,4,23,10.967741935483872
2007-03-23,2,13,10.870967741935484
2007-03-24,2,10,10.774193548387096
2007-03-25,2,10,10.67741935483871
2007-03-26,3,21,10.580645161290322
2007-03-27,4,21,10.483870967741936
2007-03-28,3,21,10.387096774193548
2007-03-29,3,21,10.290322580645162
2007-03-30,3,14,10.193548387096774
2007-03-31,2,16,10.096774193548388
2007-04-01,2,16,10.0
2007-04-02,3,19,9.966666666666667
2007-04-03,2,22,9.933333333333334
2007-04-04,3,21,9.9
2007-04-05,3,28,9.866666666666667
2007-04-06,4,24,9.833333333333334
2007-04-07,2,10,9.8
2007-04-08,1,11,9.766666666666667
2007-04-09,3,21,9.733333333333333
2007-04-10,3,13,9.7
2007-04-11,3,17,9.666666666666666
2007-04-12,3,17,9.633333333333333
2007-04-13,2,19,9.6
2007-04-14,2,16,9.566666666666666
2007-04-15,2,13,9.533333333333333
2007-04-16,3,19,9.5
2007-04-17,3,21,9.466666666666667
2007-04-18,3,15,9.433333333333334
2007-04-19,3,18,9.4
2007-04-20,4,22,9.366666666666667
2007-04-21,1,10,9.333333333333334
2007-04-22,2,13,9.3
2007-04-23,2,18,9.266666666666667
2007-04-24,2,18,9.233333333333334
2007-04-25,3,21,9.2
2007-04-26,4,23,9.166666666666666
2007-04-27,3,17,9.133333333333333
2007-04-28,2,13,9.1
2007-04-29,2,11,9.066666666666666
2007-04-30,2,20,9.033333333333333
2007-05-01,2,21,9.0
2007-05-02,2,18,8.96774193548387
2007-05-03,3,22,8.935483870967742
2007-05-04,3,18,8.903225806451612
2007-05-05,1,10,8.870967741935484
2007-05-06,2,11,8.838709677419354
2007-05-07,3,23,8.806451612903226
2007-05-08,3,18,8.774193548387096
2007-05-09,3,20,8.741935483870968
2007-05-10,3,15,8.709677419354838
2007-05-11,2,16,8.67741935483871
2007-05-12,2,12,8.64516129032258
2007-05-13,2,12,8.612903225806452
2007-05-14,2,14,8.580645161290322
2007-05-15,2,13,8.548387096774194
2007-05-16,2,18,8.516129032258064
2007-05-17,2,14,8.483870967741936
2007-05-18,3,19,8.451612903225806
2007-05-19,1,11,8.419354838709678
2007-05-20,1,11,8.387096774193548
2007-05-21,2,17,8.35483870967742
2007-05-22,2,19,8.32258064516129
2007-05-23,2,16,8.290322580645162
2007-05-24,2,14,8.258064516129032
2007-05-25,2,16,8.225806451612904
2007-05-26,2,17,8.193548387096774
2007-05-27,1,10,8.161290322580646
2007-05-28,1,15,8.129032258064516
2007-05-29,2,12,8.096774193548388
2007-05-30,3,14,8.064516129032258
2007-05-31,3,17,8.032258064516128
2007-06-01,2,17,8.0
2007-06-02,1,8,8.066666666666666
2007-06-03,2,12,8.133333333333333
2007-06-04,3,19,8.2
2007-06-05,3,17,8.266666666666667
2007-06-06,3,17,8.333333333333334
2007-06-07,3,20,8.4
2007-06-08,3,15,8.466666666666667
2007-06-09,2,8,8.533333333333333
2007-06-10,2,9,8.6
2007-06-11,2,15,8.666666666666666
2007-06-12,3,19,8.733333333333333
2007-06-13,2,14,8.8
2007-06-14,2,16,8.866666666666667
2007-06-15,2,14,8.933333333333334
2007-06-16,2,12,9.0
2007-06-17,1,10,9.066666666666666
2007-06-18,2,15,9.133333333333333
2007-06-19,2,12,9.2
2007-06-20,2,16,9.266666666666666
2007-06-21,2,17,9.333333333333334
2007-06-22,2,16,9.4
2007-06-23,2,11,9.466666666666667
2007-06-24,1,8,9.533333333333333
2007-06-25,2,12,9.6
2007-06-26,3,11,9.666666666666666
2007-06-27,2,14,9.733333333333334
2007-06-28,2,13,9.8
2007-06-29,2,13,9.866666666666667
2007-06-30,1,9,9.933333333333334
2007-07-01,1,19,10.0
2007-07-02,2,28,10.064516129032258
2007-07-03,3,38,10.129032258064516
2007-07-04,2,18,10.193548387096774
2007-07-05,2,28,10.258064516129032
2007-07-06,2,28,10.32258064516129
2007-07-07,1,20,10.387096774193548
2007-07-08,1,15,10.451612903225806
2007-07-09,2,26,10.516129032258064
2007-07-10,2,24,10.580645161290322
2007-07-11,2,28,10.64516129032258
2007-07-12,2,33,10.709677419354838
2007-07-13,3,44,10.774193548387096
2007-07-14,2,30,10.838709677419354
2007-07-15,2,22,10.903225806451612
2007-07-16,3,35,10.967741935483872
2007-07-17,3,42,11.032258064516128
2007-07-18,2,35,11.096774193548388
2007-07-19,2,34,11.161290322580644
2007-07-20,3,29,11.225806451612904
2007-07-21,1,16,11.290322580645162
2007-07-22,1,19,11.35483870967742
2007-07-23,2,37,11.419354838709678
2007-07-24,3,41,11.483870967741936
2007-07-25,3,41,11.548387096774194
2007-07-26,5,60,11.612903225806452
2007-07-27,6,64,11.67741935483871
2007-07-28,3,36,11.741935483870968
2007-07-29,2,21,11.806451612903226
2007-07-30,5,58,11.870967741935484
2007-07-31,3,45,11.935483870967742
2007-08-01,4,45,12.0
2007-08-02,3,40,11.935483870967742
2007-08-03,3,35,11.870967741935484
2007-08-04,3,32,11.806451612903226
2007-08-05,2,33,11.741935483870968
2007-08-06,3,42,11.67741935483871
2007-08-07,3,41,11.612903225806452
2007-08-08,3,43,11.548387096774194
2007-08-09,4,51,11.483870967741936
2007-08-10,6,74,11.419354838709678
2007-08-11,2,36,11.35483870967742
2007-08-12,2,24,11.290322580645162
2007-08-13,3,46,11.225806451612904
2007-08-14,3,45,11.161290322580646
2007-08-15,4,53,11.096774193548388
2007-08-16,8,100,11.032258064516128
2007-08-17,6,73,10.967741935483872
2007-08-18,2,26,10.903225806451612
2007-08-19,2,31,10.838709677419356
2007-08-20,3,41,10.774193548387096
2007-08-21,3,47,10.709677419354838
2007-08-22,3,35,10.64516129032258
2007-08-23,3,35,10.580645161290322
2007-08-24,3,34,10.516129032258064
2007-08-25,2,19,10.451612903225806
2007-08-26,1,15,10.387096774193548
2007-08-27,2,29,10.32258064516129
2007-08-28,2,33,10.258064516129032
2007-08-29,3,36,10.193548387096774
2007-08-30,3,38,10.129032258064516
2007-08-31,3,44,10.064516129032258
2007-09-01,2,14,10.0
2007-09-02,1,19,10.066666666666666
2007-09-03,2,22,10.133333333333333
2007-09-04,2,30,10.2
2007-09-05,3,35,10.266666666666667
2007-09-06,3,36,10.333333333333334
2007-09-07,3,29,10.4
2007-09-08,2,23,10.466666666666667
2007-09-09,2,16,10.533333333333333
2007-09-10,2,31,10.6
2007-09-11,3,36,10.666666666666666
2007-09-12,3,32,10.733333333333333
2007-09-13,3,41,10.8
2007-09-14,2,28,10.866666666666667
2007-09-15,1,19,10.933333333333334
2007-09-16,1,16,11.0
2007-09-17,2,34,11.066666666666666
2007-09-18,3,36,11.133333333333333
2007-09-19,4,51,11.2
2007-09-20,3,42,11.266666666666666
2007-09-21,3,42,11.333333333333334
2007-09-22,2,23,11.4
2007-09-23,1,20,11.466666666666667
2007-09-24,3,39,11.533333333333333
2007-09-25,3,28,11.6
2007-09-26,3,38,11.666666666666666
2007-09-27,3,43,11.733333333333334
2007-09-28,3,50,11.8
2007-09-29,2,24,11.866666666666667
2007-09-30,2,21,11.933333333333334
2007-10-01,4,44,12.0
2007-10-02,3,42,12.03225806451613
2007-10-03,3,36,12.064516129032258
2007-10-04,3,42,12.096774193548388
2007-10-05,3,46,12.129032258064516
2007-10-06,2,34,12.161290322580646
2007-10-07,2,31,12.193548387096774
2007-10-08,4,59,12.225806451612904
2007-10-09,3,36,12.258064516129032
2007-10-10,3,39,12.290322580645162
2007-10-11,3,45,12.32258064516129
2007-10-12,3,34,12.35483870967742
2007-10-13,1,21,12.387096774193548
2007-10-14,2,23,12.419354838709678
2007-10-15,3,40,12.451612903225806
2007-10-16,3,41,12.483870967741936
2007-10-17,3,40,12.516129032258064
2007-10-18,3,39,12.548387096774194
2007-10-19,4,59,12.580645161290322
2007-10-20,3,34,12.612903225806452
2007-10-21,2,27,12.64516129032258
2007-10-22,4,45,12.67741935483871
2007-10-23,4,45,12.709677419354838
2007-10-24,3,49,12.741935483870968
2007-10-25,3,38,12.774193548387096
2007-10-26,3,36,12.806451612903226
2007-10-27,2,28,12.838709677419354
2007-10-28,1,23,12.870967741935484
2007-10-29,3,43,12.903225806451612
2007-10-30,3,40,12.935483870967742
2007-10-31,3,46,12.967741935483872
2007-11-01,5,59,13.0
2007-11-02,4,52,12.933333333333334
2007-11-03,2,32,12.866666666666667
2007-11-04,2,26,12.8
2007-11-05,4,48,12.733333333333333
2007-11-06,3,48,12.666666666666666
2007-11-07,3,41,12.6
2007-11-08,5,65,12.533333333333333
2007-11-09,4,63,12.466666666666667
2007-11-10,3,29,12.4
2007-11-11,3,31,12.333333333333334
2007-11-12,5,62,12.266666666666667
2007-11-13,4,50,12.2
2007-11-14,4,52,12.133333333333333
2007-11-15,3,42,12.066666666666666
2007-11-16,3,39,12.0
2007-11-17,2,23,11.933333333333334
2007-11-18,2,30,11.866666666666667
2007-11-19,3,39,11.8
2007-11-20,4,53,11.733333333333334
2007-11-21,4,51,11.666666666666666
2007-11-22,3,39,11.6
2007-11-23,3,47,11.533333333333333
2007-11-24,2,24,11.466666666666667
2007-11-25,2,22,11.4
2007-11-26,3,42,11.333333333333334
2007-11-27,3,47,11.266666666666666
2007-11-28,4,55,11.2
2007-11-29,3,35,11.133333333333333
2007-11-30,3,40,11.066666666666666
2007-12-01,1,23,11.0
2007-12-02,2,18,11.193548387096774
2007-12-03,3,32,11.387096774193548
2007-12-04,3,41,11.580645161290322
2007-12-05,2,31,11.774193548387096
2007-12-06,3,37,11.967741935483872
2007-12-07,4,38,12.161290322580644
2007-12-08,1,16,12.35483870967742
2007-12-09,2,23,12.548387096774194
2007-12-10,3,40,12.741935483870968
2007-12-11,3,43,12.935483870967742
2007-12-12,3,41,13.129032258064516
2007-12-13,3,40,13.32258064516129
2007-12-14,3,35,13.516129032258064
2007-12-15,1,21,13.709677419354838
2007-12-16,2,20,13.903225806451612
2007-12-17,3,30,14.096774193548388
2007-12-18,4,37,14.29032258064516
2007-12-19,2,38,14.483870967741936
2007-12-20,3,37,14.67741935483871
2007-12-21,3,38,14.870967741935484
2007-12-22,2,29,15.064516129032258
2007-12-23,2,24,15.258064516129032
2007-12-24,5,61,15.451612903225806
2007-12-25,2,28,15.64516129032258
2007-12-26,3,39,15.838709677419356
2007-12-27,3,39,16.032258064516128
2007-12-28,3,44,16.225806451612904
2007-12-29,2,25,16.419354838709676
2007-12-30,2,27,16.612903225806452
2007-12-31,5,70,16.806451612903224
2008-01-01,2,14,17.0
2008-01-02,2,18,16.838709677419356
2008-01-03,2,17,16.677419354838708
2008-01-04,3,20,16.516129032258064
2008-01-05,2,12,16.35483870967742
2008-01-06,2,10,16.193548387096776
2008-01-07,2,17,16.032258064516128
2008-01-08,3,20,15.870967741935484
2008-01-09,4,23,15.709677419354838
2008-01-10,3,22,15.548387096774194
2008-01-11,3,21,15.387096774193548
2008-01-12,1,12,15.225806451612904
2008-01-13,1,8,15.064516129032258
2008-01-14,3,19,14.903225806451612
2008-01-15,4,23,14.741935483870968
2008-01-16,4,23,14.580645161290322
2008-01-17,4,29,14.419354838709678
2008-01-18,5,37,14.258064516129032
2008-01-19,2,17,14.096774193548388
2008-01-20,3,16,13.935483870967742
2008-01-21,5,36,13.774193548387096
2008-01-22,14,100,13.612903225806452
2008-01-23,8,53,13.451612903225806
2008-01-24,5,42,13.290322580645162
2008-01-25,4,25,13.129032258064516
2008-01-26,3,16,12.967741935483872
2008-01-27,2,15,12.806451612903226
2008-01-28,4,24,12.64516129032258
2008-01-29,3,25,12.483870967741936
2008-01-30,4,23,12.32258064516129
2008-01-31,3,20,12.161290322580644
2008-02-01,3,21,12.0
2008-02-02,2,9,12.068965517241379
2008-02-03,2,9,12.137931034482758
2008-02-04,3,22,12.206896551724139
2008-02-05,3,22,12.275862068965518
2008-02-06,3,24,12.344827586206897
2008-02-07,3,21,12.413793103448276
2008-02-08,3,20,12.482758620689655
2008-02-09,2,13,12.551724137931034
2008-02-10,2,14,12.620689655172415
2008-02-11,3,17,12.689655172413794
2008-02-12,3,21,12.758620689655173
2008-02-13,3,19,12.827586206896552
2008-02-14,3,21,12.89655172413793
2008-02-15,3,21,12.96551724137931
2008-02-16,1,9,13.03448275862069
2008-02-17,2,11,13.10344827586207
2008-02-18,3,21,13.172413793103448
2008-02-19,3,18,13.241379310344827
2008-02-20,3,17,13.310344827586206
2008-02-21,3,17,13.379310344827587
2008-02-22,2,13,13.448275862068966
2008-02-23,1,9,13.517241379310345
2008-02-24,1,9,13.586206896551724
2008-02-25,2,18,13.655172413793103
2008-02-26,3,18,13.724137931034482
2008-02-27,3,22,13.793103448275861
2008-02-28,2,18,13.862068965517242
2008-02-29,3,21,13.931034482758621
2008-03-01,2,12,14.0
2008-03-02,1,12,13.903225806451612
2008-03-03,3,20,13.806451612903226
2008-03-04,3,21,13.709677419354838
2008-03-05,2,21,13.612903225806452
2008-03-06,3,21,13.516129032258064
2008-03-07,4,24,13.419354838709678
2008-03-08,2,11,13.32258064516129
2008-03-09,1,10,13.225806451612904
2008-03-10,3,24,13.129032258064516
2008-03-11,4,25,13.032258064516128
2008-03-12,4,25,12.935483870967742
2008-03-13,3,23,12.838709677419356
2008-03-14,3,24,12.741935483870968
2008-03-15,2,12,12.64516129032258
2008-03-16,2,15,12.548387096774194
2008-03-17,5,41,12.451612903225806
2008-03-18,4,33,12.35483870967742
2008-03-19,5,31,12.258064516129032
2008-03-20,5,31,12.161290322580646
2008-03-21,4,30,12.064516129032258
2008-03-22,1,10,11.967741935483872
2008-03-23,2,14,11.870967741935484
2008-03-24,3,22,11.774193548387096
2008-03-25,3,19,11.67741935483871
2008-03-26,3,19,11.580645161290322
2008-03-27,3,20,11.483870967741936
2008-03-28,3,22,11.387096774193548
2008-03-29,1,10,11.290322580645162
2008-03-30,1,9,11.193548387096774
2008-03-31,3,21,11.096774193548388
2008-04-01,3,16,11.0
2008-04-02,3,19,10.933333333333334
2008-04-03,2,20,10.866666666666667
2008-04-04,3,20,10.8
2008-04-05,1,8,10.733333333333333
2008-04-06,1,10,10.666666666666666
2008-04-07,2,16,10.6
2008-04-08,2,21,10.533333333333333
2008-04-09,3,19,10.466666666666667
2008-04-10,3,18,10.4
2008-04-11,2,19,10.333333333333334
2008-04-12,1,9,10.266666666666667
2008-04-13,2,12,10.2
2008-04-14,2,18,10.133333333333333
2008-04-15,2,17,10.066666666666666
2008-04-16,2,16,10.0
2008-04-17,3,17,9.933333333333334
2008-04-18,2,17,9.866666666666667
2008-04-19,2,11,9.8
